"","sub_region_1","sub_region_2","2020-02-15","2020-02-16","2020-02-17","2020-02-18","2020-02-19","2020-02-20","2020-02-21","2020-02-22","2020-02-23","2020-02-24","2020-02-25","2020-02-26","2020-02-27","2020-02-28","2020-02-29","2020-03-01","2020-03-02","2020-03-03","2020-03-04","2020-03-05","2020-03-06","2020-03-07","2020-03-08","2020-03-09","2020-03-10","2020-03-11","2020-03-12","2020-03-13","2020-03-14","2020-03-15","2020-03-16","2020-03-17","2020-03-18","2020-03-19","2020-03-20","2020-03-21","2020-03-22","2020-03-23","2020-03-24","2020-03-25","2020-03-26","2020-03-27","2020-03-28","2020-03-29","2020-03-30","2020-03-31","2020-04-01","2020-04-02","2020-04-03","2020-04-04","2020-04-05","2020-04-06","2020-04-07","2020-04-08","2020-04-09","2020-04-10","2020-04-11","2020-04-12","2020-04-13","2020-04-14","2020-04-15","2020-04-16","2020-04-17","2020-04-18","2020-04-19","2020-04-20","2020-04-21","2020-04-22","2020-04-23","2020-04-24","2020-04-25","2020-04-26","2020-04-27","2020-04-28","2020-04-29","2020-04-30","2020-05-01","2020-05-02","2020-05-03","2020-05-04","2020-05-05","2020-05-06","2020-05-07","2020-05-08","2020-05-09","2020-05-10","2020-05-11","2020-05-12","2020-05-13","2020-05-14","2020-05-15","2020-05-16","2020-05-17","2020-05-18","2020-05-19","2020-05-20","2020-05-21","2020-05-22","2020-05-23","2020-05-24","2020-05-25","2020-05-26","2020-05-27","2020-05-28","2020-05-29","2020-05-30","2020-05-31","2020-06-01","2020-06-02","2020-06-03","2020-06-04","2020-06-05","2020-06-06","2020-06-07","2020-06-08","2020-06-09","2020-06-10","2020-06-11","2020-06-12","2020-06-13","2020-06-14","2020-06-15","2020-06-16","2020-06-17","2020-06-18","2020-06-19","2020-06-20","2020-06-21","2020-06-22","2020-06-23"
"2278","Texas","Bowie County",0,4,0,-6,1,-3,1,-1,2,5,5,9,10,9,6,16,5,13,5,10,8,6,15,4,10,11,21,18,12,20,21,15,8,13,7,-3,-8,-6,-6,-3,-5,8,-32,-20,-22,-14,-3,-7,-5,-21,-13,-14,-11,-9,-8,-8,-12,-31,-14,-8,3,-1,-9,-9,-15,-8,-5,-11,-1,-5,-5,1,-3,-3,5,6,9,2,6,7,6,10,6,4,14,21,4,7,11,9,3,-6,11,4,6,7,7,7,4,8,-8,3,3,2,3,-2,8,6,6,12,9,8,4,11,2,5,7,9,2,1,7,5,5,6,5,2,5,10,-2,-2
"2279","Texas","Brazoria County",5,4,0,-1,0,-5,-2,5,3,-3,2,2,4,6,9,8,8,10,3,8,8,10,7,4,5,19,37,37,19,8,17,16,13,14,13,0,-10,-3,2,-9,-9,-15,-17,-21,-19,-12,-8,-12,-11,-20,-19,-16,-10,-11,-9,-12,-8,-40,-16,-14,-8,-12,-13,-12,-21,-14,-13,-12,-8,-10,-6,-7,-10,-13,-7,-2,-1,7,1,-4,-2,-1,-1,-1,17,13,-6,-2,1,-2,-9,0,-2,-3,0,4,4,4,12,5,-2,-1,-1,-4,2,9,-4,2,3,4,4,1,11,3,-2,-2,3,4,2,11,4,-1,3,4,5,5,12,1,-15,-1
"2280","Texas","Brazos County",-1,-3,-8,-7,-6,-7,1,-3,-7,-3,0,4,4,10,3,6,5,7,-3,7,9,-1,-4,-3,4,7,24,31,5,-1,12,15,15,8,2,-11,-18,-5,-6,-16,-16,-17,-26,-28,-26,-18,-14,-18,-19,-29,-29,-24,-23,-22,-25,-17,-21,-58,-24,-21,-18,-15,-18,-24,-29,-20,-18,-22,-15,-15,-19,-23,-17,-16,-13,-12,-8,-15,-20,-14,-10,-8,-7,-6,-3,-10,-15,-18,-6,-7,-8,-16,-18,-12,-10,-7,-7,-8,-13,-26,-15,-9,-17,-4,-7,-13,-17,-10,-9,-5,-8,-7,-14,-16,-11,-13,-8,-8,-7,-14,-16,-13,-8,-8,-7,-5,-12,-19,-15,-14
"2281","Texas","Brewster County",16,14,12,12,-1,8,0,11,5,5,3,5,19,27,14,20,9,8,4,23,16,22,23,45,47,47,54,50,48,44,53,32,35,30,23,2,-13,-12,-12,-17,-15,-21,-23,-37,-18,-21,-16,-27,-26,-28,-43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2282","Texas","Brooks County",1,11,-11,4,-4,3,0,10,9,4,6,4,8,4,10,16,0,24,12,13,7,15,5,0,7,9,25,27,12,30,28,15,33,22,7,1,11,0,0,-6,-3,-3,-13,-14,-25,-10,-3,-10,-11,-13,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2283","Texas","Brown County",6,4,-5,-8,-4,4,4,0,0,-1,3,9,13,16,12,13,10,17,4,20,13,14,11,14,14,26,23,23,27,19,21,25,36,27,15,4,-1,8,3,10,4,-3,-5,-18,-5,-8,10,3,-4,-12,-21,-4,-2,NA,1,-7,-6,-29,-7,-2,7,0,-9,-9,-6,1,2,2,2,0,3,-5,1,5,12,11,14,11,4,9,8,8,6,10,16,15,1,1,5,7,3,11,4,2,2,5,8,15,12,8,2,12,3,11,5,10,13,6,3,12,11,10,12,7,7,7,10,15,11,10,12,10,11,10,11,13,16,14,6,7
"2284","Texas","Burleson County",2,6,-1,-2,-1,-3,0,4,0,-3,9,7,8,12,14,20,10,21,0,17,9,13,16,10,21,16,21,29,28,20,20,22,16,14,6,-2,1,1,8,4,-3,-5,2,0,-4,-4,5,-2,-10,-17,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2285","Texas","Burnet County",6,12,5,0,0,2,3,6,6,5,-2,5,4,12,10,14,4,9,5,13,12,15,16,11,11,16,22,37,28,23,18,16,17,14,6,-3,-1,1,2,6,-14,-16,-12,-15,-15,-9,-8,-14,-23,-24,-26,-19,-15,-13,-12,-12,-14,-42,-12,-15,-9,-7,-14,-14,-12,-12,-9,-7,-6,-3,1,2,-6,-5,-6,-1,1,6,-3,-4,-1,4,1,9,18,16,-3,1,4,1,-2,3,5,-2,0,3,7,16,19,15,-9,2,2,3,11,12,6,4,4,6,7,11,15,12,3,2,9,9,13,15,18,5,9,11,8,12,22,18,6,4
"2286","Texas","Caldwell County",12,17,11,1,0,2,4,3,13,-3,-2,1,4,8,5,12,-2,1,-1,3,10,15,23,22,27,33,35,32,13,12,15,11,7,0,-13,-22,-23,-12,-4,-17,-22,-33,-35,-36,-27,-19,-18,-26,-38,-43,-41,-31,-23,-25,-21,-32,-31,-55,-21,-17,-16,-17,-29,-32,-34,-23,-18,-20,-21,-26,-28,-27,-16,-16,-13,-11,-12,-19,-17,-15,-9,-8,-5,-10,-4,-1,-12,-18,-3,-6,-13,-17,-10,-9,-5,-3,6,7,3,2,25,5,-2,1,-2,-3,0,-1,-8,2,5,1,1,12,-1,2,4,9,11,6,23,4,3,5,10,10,6,21,6,-1
"2287","Texas","Calhoun County",11,10,-6,0,-1,1,2,7,26,12,9,6,6,10,15,20,14,12,3,12,18,34,23,18,13,16,29,31,34,34,15,12,14,15,4,3,-10,9,1,-7,-11,-12,-17,-20,-28,-18,-27,-19,-22,-40,-17,NA,NA,NA,NA,NA,NA,NA,NA,-22,-21,-25,-29,NA,NA,NA,-18,-25,-13,-21,NA,NA,NA,NA,-18,-6,NA,NA,NA,NA,NA,-7,-9,-8,NA,NA,NA,NA,-6,-3,-6,NA,NA,-7,-6,-8,0,5,NA,NA,NA,-2,-5,3,4,NA,NA,-4,-4,-5,6,12,NA,NA,9,NA,6,14,13,NA,NA,11,7,3,10,5,NA,NA,2,4
"2288","Texas","Callahan County",-3,-14,-6,-17,-7,-9,-1,3,-6,0,-11,10,-3,4,13,-4,0,1,6,1,7,13,3,6,-9,12,22,30,17,20,29,7,33,28,22,12,-6,17,0,12,22,-1,0,-5,0,-15,15,12,4,-4,-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2289","Texas","Cameron County",4,2,1,1,-2,-6,-3,-2,1,1,4,4,3,5,6,9,8,14,7,4,4,6,4,7,7,8,19,27,15,12,19,21,13,11,5,-12,-19,-8,5,-35,-37,-35,-38,-41,-34,-29,-27,-37,-33,-43,-46,-39,-37,-39,-35,-39,-35,-55,-37,-35,-31,-33,-32,-35,-37,-33,-29,-25,-25,-23,-23,-27,-22,-19,-20,-14,-8,-8,-12,-11,-8,-10,-6,-3,2,0,-12,-6,-8,-7,-4,-8,-8,-8,-4,-7,-6,-3,2,-1,-7,-6,-6,-6,-7,-4,-10,-11,-2,-4,-4,-3,3,0,-6,-2,-5,-3,-2,1,-3,-6,-2,-3,-2,-3,2,-4,-12,-7
"2290","Texas","Camp County",6,1,-9,-7,-4,5,-10,3,-4,-1,0,2,5,4,8,8,6,12,-1,7,5,14,8,-3,-2,11,20,17,16,6,14,23,19,23,26,23,6,2,3,7,8,4,1,-4,0,1,7,0,8,-8,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2291","Texas","Carson County",-2,NA,11,NA,0,4,13,2,NA,-6,2,2,4,19,-4,NA,NA,NA,22,12,13,6,NA,13,NA,14,NA,15,24,NA,NA,NA,24,NA,13,-2,NA,-2,NA,-8,8,-8,-28,NA,-9,-4,-6,-4,-19,-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2292","Texas","Cass County",-2,7,-2,-5,-7,-8,-1,-2,2,6,-3,12,6,11,10,17,12,18,5,12,5,7,10,4,3,9,18,20,20,28,27,16,5,24,13,20,5,13,4,2,6,-7,-5,4,-15,-4,17,8,2,0,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA
"2293","Texas","Castro County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14,NA,NA,NA,NA,NA,NA,NA,-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2294","Texas","Chambers County",9,3,-2,2,0,3,4,1,0,-8,1,1,3,7,6,6,11,11,2,8,1,9,1,19,5,19,37,42,25,9,21,23,19,23,13,6,-12,0,5,-3,-8,-10,-10,-19,-12,-10,-8,-12,-13,-14,-22,-13,-12,-5,-4,-10,-2,-56,-19,-17,-13,-12,-15,-12,-27,-4,-1,2,1,-2,11,-5,2,-2,6,8,8,23,4,5,11,13,9,7,37,27,14,10,10,12,0,11,0,8,12,19,14,13,24,8,11,3,7,5,10,13,-1,6,11,10,8,5,19,1,5,7,11,7,9,16,1,11,9,11,17,11,17,5,1,12
"2295","Texas","Cherokee County",-1,2,-2,-5,-7,-2,-4,-3,-5,2,-2,2,2,14,5,5,4,14,3,9,7,2,6,1,4,13,24,33,13,20,22,15,19,19,21,5,-5,11,3,5,2,12,-11,-5,-6,3,11,4,11,-6,-12,-2,0,-2,1,3,1,-35,-4,-1,7,7,1,1,-19,0,-1,-16,11,6,3,2,6,1,11,11,15,9,10,10,9,16,15,8,22,27,9,6,9,8,8,-4,6,3,6,13,7,13,15,-4,-7,-1,3,8,13,9,11,10,11,13,6,13,3,4,0,-1,8,8,10,8,7,2,1,6,3,7,6,7,-1,-6
"2296","Texas","Childress County",4,2,0,6,-4,-8,-10,-5,-14,-15,10,-6,-4,-10,-14,-14,-9,-4,-14,-8,-5,23,2,-6,8,0,22,3,14,14,-4,4,6,14,-10,-4,-24,-24,-6,-20,-22,-30,-26,-31,-30,-16,-18,-30,-21,-28,-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2297","Texas","Clay County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2298","Texas","Coke County",NA,NA,NA,NA,NA,NA,-11,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,NA,NA,NA,NA,NA,NA,-21,NA,NA,NA,NA,NA,NA,-21,-27,-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2299","Texas","Coleman County",-4,-3,-3,-3,-5,2,6,0,-3,-5,6,-2,8,15,7,-4,3,11,-11,13,12,14,10,16,15,13,24,22,18,10,12,13,6,24,12,0,-1,3,0,13,5,-3,-6,-16,-5,-2,3,-2,-6,-10,-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2300","Texas","Collin County",1,2,3,-2,-1,1,-1,1,-1,-1,-1,6,5,5,8,9,6,6,-4,7,4,4,-2,0,5,14,31,27,10,-2,17,12,10,1,2,-11,-20,-10,-12,-18,-19,-22,-28,-33,-34,-17,-14,-19,-24,-31,-34,-28,-21,-19,-20,-17,-27,-44,-28,-25,-16,-18,-24,-26,-31,-26,-20,-22,-17,-20,-21,-25,-22,-18,-14,-14,-15,-18,-20,-19,-12,-9,-11,-9,-1,-10,-19,-16,-10,-10,-13,-25,-14,-13,-9,-6,-5,-6,-10,-18,-24,-9,-6,-7,-7,-9,-15,-11,-6,-3,-5,-5,-7,-13,-11,-7,-3,-5,-7,-8,-14,-11,-7,-3,-4,-6,-4,-17,-15,-14
"2301","Texas","Colorado County",3,11,6,-1,-1,-2,6,3,7,5,-5,2,8,3,6,11,7,8,-1,8,5,11,20,13,10,16,40,47,29,32,30,20,21,24,13,-1,-7,-1,6,4,2,2,-12,-8,-6,-6,6,-3,-5,-23,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2302","Texas","Comal County",14,12,11,3,0,1,8,8,7,3,5,7,10,13,14,11,7,10,6,8,15,15,10,11,20,22,32,43,20,13,25,19,17,17,12,-12,-18,-3,4,-3,-12,-14,-25,-33,-19,-9,-7,-17,-19,-36,-35,-18,-17,-13,-17,-13,-22,-56,-14,-12,-8,-11,-15,-22,-28,-15,-9,-11,-5,-4,-11,-16,-9,-3,-1,0,4,-2,-8,-4,3,6,7,11,17,8,1,-11,9,7,6,10,6,5,12,11,13,21,24,18,9,11,10,11,16,21,6,8,8,14,15,23,24,18,11,13,16,18,25,26,20,13,15,16,17,26,28,17,10,8
"2303","Texas","Comanche County",2,-3,1,1,-2,2,-7,3,-7,1,2,4,8,7,6,-1,7,-1,-4,13,9,6,-3,6,14,14,12,20,13,9,6,10,9,8,3,6,-14,-2,1,-2,2,-6,-6,-22,-15,-6,-7,-6,-12,-15,-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2304","Texas","Cooke County",-2,4,5,1,3,5,5,1,-4,-2,4,15,16,15,6,18,5,4,3,20,11,3,6,5,13,18,38,32,15,21,38,28,24,31,30,6,9,7,4,12,7,7,-9,-3,-14,3,15,10,4,-10,-10,NA,NA,NA,NA,NA,0,NA,1,-5,NA,NA,-2,-2,NA,5,2,NA,NA,14,11,NA,4,4,NA,NA,23,12,NA,NA,NA,NA,NA,20,26,NA,7,-1,NA,11,15,-13,NA,9,10,NA,23,26,10,NA,-13,8,NA,13,18,12,NA,11,9,NA,15,20,18,NA,9,11,NA,21,16,13,NA,13,11,NA,21,15,22,NA,11,2
"2305","Texas","Coryell County",7,8,-3,4,2,-5,-1,6,1,1,9,11,11,10,15,14,9,16,4,6,10,7,7,3,10,11,18,35,31,15,13,31,27,16,11,9,0,-5,12,3,-7,-11,-4,-18,-12,11,9,-9,-9,-14,-17,-13,-2,-9,-14,-9,0,-50,-11,-4,2,-8,-16,-9,-19,-10,-2,-1,-5,-3,-1,-8,-4,5,9,8,8,14,5,9,15,13,5,6,24,19,1,4,10,4,5,5,2,6,8,11,5,5,12,6,-5,8,4,0,12,15,8,10,9,12,5,5,11,3,5,6,9,5,7,8,6,8,8,9,4,8,13,5,-1,5
"2306","Texas","Crane County",-7,0,-7,-12,2,3,-6,0,-2,-2,0,10,-2,7,-4,2,10,-2,-3,-3,4,-2,-6,3,0,12,5,22,7,14,3,2,12,8,-19,-14,-35,-20,-18,-13,-17,-27,-14,-27,-17,-22,-27,-17,-25,-37,-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2307","Texas","Crockett County",NA,NA,NA,NA,NA,NA,-16,NA,NA,-7,-25,NA,NA,-10,NA,NA,-23,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,-16,NA,NA,NA,-18,NA,-27,-28,NA,NA,NA,-27,-22,-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2308","Texas","Crosby County",6,7,NA,NA,NA,-13,-6,2,-11,NA,NA,NA,2,2,4,NA,NA,NA,NA,NA,10,NA,0,NA,NA,NA,2,0,-6,-13,NA,NA,NA,-4,-19,-15,-13,NA,NA,NA,-15,-17,-23,-15,NA,NA,NA,-11,-12,-23,-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2309","Texas","Culberson County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2310","Texas","Dallam County",4,16,11,-4,2,0,0,1,9,-6,-5,17,14,15,17,34,10,2,17,24,28,65,58,39,29,45,52,51,81,61,37,41,51,24,16,33,19,2,2,6,-7,-8,-13,-12,-17,-11,-4,-8,-17,-19,-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2311","Texas","Dallas County",1,2,0,-4,-2,2,-2,-1,-2,0,-1,7,7,6,7,9,7,9,5,10,4,4,4,4,6,15,25,32,14,3,18,15,15,8,9,-1,-3,3,-22,-14,-15,-17,-17,-21,-24,-12,-6,-11,-12,-19,-20,-19,-16,-12,-13,-9,-14,-26,-20,-18,-8,-10,-17,-17,-23,-19,-17,-13,-12,-15,-13,-16,-16,-14,-7,-6,-8,-8,-10,-12,-7,-2,-5,-5,4,3,-12,-9,-3,-6,-8,-20,-5,-9,-7,-2,-3,-4,-5,-12,-16,-5,-2,-3,-6,-5,-7,-6,-4,4,-2,-5,-5,-6,-8,-7,0,-3,-5,-5,-8,-8,-5,0,-2,-5,-1,-7,-10,-9
"2312","Texas","Dawson County",15,17,2,-2,-8,-2,-2,4,7,8,1,9,12,12,17,9,6,2,2,9,16,13,9,9,9,10,31,23,19,12,14,11,8,9,7,6,0,3,5,6,-3,-7,-7,-10,-13,-2,0,-1,-5,-8,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2313","Texas","Deaf Smith County",-12,3,-4,-6,-2,-7,-10,-3,5,-1,-10,14,5,6,13,18,11,13,5,-1,1,6,-2,3,8,10,14,25,13,-4,9,7,26,17,16,-10,-11,-10,-6,-10,-7,-11,-20,-12,-4,2,-11,-9,-10,-16,-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
