date,state,positive,negative,hospitalizedCurrently,inIcuCurrently,onVentilatorCurrently,recovered,death
20200527,SD,4710,33296,101,,,3619,54
20200527,TN,21306,388324,501,,,13916,353
20200527,TX,57921,797753,1645,,,37626,1562
20200527,UT,8706,191920,127,,,5499,105
20200527,VA,40249,236798,1459,390,203,5367,1281
20200527,VI,69,1442,,,,61,6
20200527,VT,971,30028,21,,,849,54
20200527,WA,22483,299378,241,,53,,1078
20200527,WI,18513,210605,748,139,,9846,539
20200527,WV,1867,86594,36,13,6,1191,74
20200527,WY,850,20652,12,,,607,13
20200526,AK,411,44553,12,,,362,10
20200526,AL,15396,178363,,,,7951,575
20200526,AR,6180,105593,107,,18,4332,119
20200526,AS,0,124,,,,,0
20200526,AZ,16783,173948,818,336,208,4297,807
20200526,CA,96733,1599663,4404,1392,,,3814
20200526,CO,24269,131742,507,,,3702,1088
20200526,CT,41303,184059,694,,,7127,3769
20200526,DC,8334,33721,353,113,76,1080,440
20200526,DE,9066,45848,201,,,4802,444
20200526,FL,52255,870969,,,,,2338
20200526,GA,43730,471215,854,,,,1871
20200526,GU,169,5515,,,,139,5
20200526,HI,643,49728,,,,592,17
20200526,IA,17703,117301,379,115,65,9791,478
20200526,ID,2626,38780,28,,,1755,79
20200526,IL,113195,673599,3788,1035,590,,4923
20200526,IN,32078,198671,1088,365,163,,2004
20200526,KS,9218,72181,,,,493,188
20200526,KY,8571,161285,484,89,,3102,391
20200526,LA,38054,302972,831,,103,28700,2701
20200526,MA,93693,451788,2108,560,,,6473
20200526,MD,47687,206800,1315,520,,3334,2417
20200526,ME,2109,35450,60,26,13,1318,79
20200526,MI,62075,487906,953,449,319,33168,5703
20200526,MN,24308,213974,570,258,,15523,908
20200526,MO,12291,148007,500,,82,,686
20200526,MP,22,4918,,,,13,2
20200526,MS,13731,134088,561,134,81,9401,652
20200526,MT,479,33355,2,,,441,17
20200526,NC,24140,328191,621,,,14954,766
20200526,ND,2422,64432,40,,,1701,40
20200526,NE,12355,75687,,,,,150
20200526,NH,4197,58842,91,,,2434,210
20200526,NJ,155764,480128,2723,786,578,25384,11191
20200526,NM,7026,170335,216,,,2522,320
20200526,NV,7997,115370,390,91,46,374,412
20200526,NY,363836,1410292,4265,1273,1002,64443,23564
20200526,OH,33006,306394,937,351,232,,2002
20200526,OK,6137,153804,174,78,,4823,318
20200526,OR,3967,111571,149,40,17,1795,148
20200526,PA,68637,339835,1493,,334,41868,5152
20200526,PR,3324,,104,14,4,,129
20200526,RI,14210,121153,226,50,36,1158,634
20200526,SC,10416,162318,433,,,6102,446
20200526,SD,4653,32385,106,,,3528,50
20200526,TN,20965,382539,582,,,13344,343
20200526,TX,56560,764673,1534,,,36375,1536
20200526,UT,8620,189972,134,,,5346,101
20200526,VA,39342,227839,1403,366,190,5227,1236
20200526,VI,69,1425,,,,61,6
20200526,VT,967,29456,25,,,848,54
20200526,WA,22184,293934,267,,51,,1070
20200526,WI,17867,200874,640,135,,9405,517
20200526,WV,1854,85957,35,9,7,1180,74
20200526,WY,850,20652,14,,,607,13
20200525,AK,409,44063,10,,,361,10
20200525,AL,14730,175585,,,,7951,562
20200525,AR,6029,105593,92,,17,4249,117
20200525,AS,0,124,,,,,0
20200525,AZ,16561,171221,833,334,212,4204,806
20200525,CA,94558,1549544,4306,1301,,,3795
20200525,CO,24174,126134,560,,,3666,1088
20200525,CT,40873,180853,706,,,7127,3742
20200525,DC,8225,32578,331,106,70,1080,440
20200525,DE,8965,44931,205,,,4693,436
20200525,FL,51746,856489,,,,,2331
20200525,GA,43344,470201,892,,,,1830
20200525,GU,166,5403,,,,138,5
20200525,HI,643,49728,,,,591,17
20200525,IA,17577,115138,377,118,66,9377,459
20200525,ID,2626,38780,17,,,1755,79
20200525,IL,112017,657547,3762,1025,605,,4884
20200525,IN,31715,194536,1102,365,169,,1976
20200525,KS,9218,72181,,,,493,188
20200525,KY,8571,161285,484,89,,3102,391
20200525,LA,37809,293089,847,,102,28700,2690
20200525,MA,93271,447290,2132,576,,,6416
20200525,MD,47152,202425,1279,517,,3329,2379
20200525,ME,2074,35450,59,27,13,1290,78
20200525,MI,61632,476325,953,449,319,33168,5678
20200525,MN,23524,207816,605,248,,14816,890
20200525,MO,12167,145218,729,,93,,685
20200525,MP,22,4735,,,,13,2
20200525,MS,13458,130459,566,152,94,9401,635
20200525,MT,479,33203,3,,,441,16
20200525,NC,23964,320726,627,,,14954,754
20200525,ND,2457,63893,41,,,1551,39
20200525,NE,12134,73598,,,,,150
20200525,NH,4149,57237,92,,,2204,209
20200525,NJ,155092,468705,2755,719,540,25253,11144
20200525,NM,6943,166538,213,,,2464,317
20200525,NV,7879,106852,380,91,45,359,410
20200525,NY,362764,1376685,4348,1366,1058,64280,23488
20200525,OH,32477,297857,872,323,211,,1987
20200525,OK,6090,154943,,78,,4714,313
20200525,OR,3949,109909,125,35,23,1376,148
20200525,PA,68186,334928,1628,,324,40911,5139
20200525,PR,3260,,112,16,8,,129
20200525,RI,14065,118636,240,49,32,1119,608
20200525,SC,10178,155842,407,,,6063,440
20200525,SD,4586,30697,99,,,3415,50
20200525,TN,20607,375612,517,,,13073,338
20200525,TX,55971,749683,1511,,,35292,1527
20200525,UT,8521,187947,131,,,5218,98
20200525,VA,37727,221023,1376,349,182,5145,1208
20200525,VI,69,1343,,,,61,6
20200525,VT,962,28707,19,,,843,54
20200525,WA,21909,287314,207,,47,,1061
20200525,WI,17571,193379,606,126,,9207,514
20200525,WV,1774,84551,36,13,7,1135,72
20200525,WY,838,19551,10,,,575,12
20200524,AK,408,43099,10,,,358,10
20200524,AL,14327,171472,,,,7951,551
20200524,AR,5922,102659,86,,17,4148,116
20200524,AS,0,124,,,,,0
20200524,AZ,16339,167302,804,322,201,4132,800
20200524,CA,92710,1490035,4300,1315,,,3774
20200524,CO,23964,126087,538,,,3640,1088
20200524,CT,40468,173668,701,,,7127,3693
20200524,DC,7966,44025,324,110,73,1075,427
20200524,DE,8809,43061,211,,,4598,431
20200524,FL,50867,820368,,,,,2316
20200524,GA,42838,439116,848,,,,1824
20200524,GU,166,5403,,,,138,5
20200524,HI,643,48929,,,,589,17
20200524,IA,17252,110504,363,114,61,9318,454
20200524,ID,2626,38780,27,,,1755,79
20200524,IL,110304,637617,3667,1007,632,,4856
20200524,IN,31376,189425,1112,396,173,,1976
20200524,KS,8958,67476,,,,485,185
20200524,KY,8571,161285,484,89,,3102,391
20200524,LA,37169,278867,813,,102,26249,2690
20200524,MA,92675,439698,2169,558,,,6372
20200524,MD,46313,194049,1290,503,,3319,2341
20200524,ME,2055,35450,59,27,13,1263,78
20200524,MI,61457,467087,953,449,319,33168,5640
20200524,MN,23121,201566,553,207,,14115,878
20200524,MO,11988,139631,742,,94,,681
20200524,MP,22,4735,,,,13,2
20200524,MS,13252,124650,512,150,73,7681,625
20200524,MT,479,32902,3,,,441,16
20200524,NC,23222,313434,587,,,11637,744
20200524,ND,2418,63070,40,,,1496,39
20200524,NE,11989,71216,,,,,147
20200524,NH,4089,55450,93,,,2197,208
20200524,NJ,154154,449653,2857,760,639,25040,11133
20200524,NM,6795,162324,208,,,2357,308
20200524,NV,7770,102511,373,92,51,359,408
20200524,NY,361515,1338311,4393,1406,1067,64080,23391
20200524,OH,31911,292642,864,317,205,,1969
20200524,OK,6037,154943,174,78,,4688,311
20200524,OR,3927,108268,117,35,18,1376,148
20200524,PA,67713,328382,1533,,336,40627,5124
20200524,PR,3189,,106,13,7,,127
20200524,RI,14065,118636,240,49,32,1119,608
20200524,SC,10096,153851,461,,,5743,435
20200524,SD,4563,30342,85,,,3371,50
20200524,TN,20145,363431,526,,,12837,336
20200524,TX,55348,708197,1572,,,33385,1506
20200524,UT,8392,186041,128,,,5081,97
20200524,VA,36244,207841,1351,354,192,5102,1171
20200524,VI,69,1343,,,,61,6
20200524,VT,956,27634,25,,,839,54
20200524,WA,21652,285088,313,,74,,1055
20200524,WI,17253,186206,611,128,,8999,510
20200524,WV,1759,83935,23,8,4,1121,72
20200524,WY,813,19221,10,,,556,12
20200523,AK,408,41943,10,,,358,10
20200523,AL,13938,168738,,,,7951,546
20200523,AR,5612,97435,81,,14,4029,113
20200523,AS,0,124,,,,,0
20200523,AZ,16039,164400,784,309,193,4033,799
20200523,CA,90631,1424675,4342,1312,,,3708
20200523,CO,23487,121465,571,,,3612,1088
20200523,CT,40022,168345,724,,,7127,3675
20200523,DC,7966,44025,324,110,73,1075,427
20200523,DE,8690,41844,210,,,4454,425
20200523,FL,50127,806310,,,,,2312
20200523,GA,42132,411405,848,,,,1811
20200523,GU,165,5194,,,,134,5
20200523,HI,642,48179,,,,585,17
20200523,IA,16893,107048,362,111,70,9254,444
20200523,ID,2595,38014,26,,,1735,79
20200523,IL,107796,614451,3753,1027,607,,4790
20200523,IN,30901,184032,1138,403,173,,1943
20200523,KS,8958,67476,,,,485,185
20200523,KY,8426,163033,477,90,,3069,391
20200523,LA,37040,277407,836,,112,26249,2668
20200523,MA,91662,429324,2237,610,,,6304
20200523,MD,45495,186832,1320,524,,3283,2306
20200523,ME,2013,35450,50,26,11,1232,77
20200523,MI,61293,455556,953,449,319,33168,5612
20200523,MN,22765,194941,568,215,,13485,861
20200523,MO,11752,136552,742,,94,,676
20200523,MP,22,4296,,,,13,2
20200523,MS,13005,121215,590,154,93,7681,616
20200523,MT,479,32173,3,,,441,16
20200523,NC,22725,306857,589,,,11637,737
20200523,ND,2365,61783,39,,,1451,39
20200523,NE,11662,68320,,,,,147
20200523,NH,4089,55450,93,,,2197,208
20200523,NJ,153104,425631,2974,806,611,24762,11081
20200523,NM,6625,151758,206,,,2149,302
20200523,NV,7696,99351,402,99,53,359,404
20200523,NY,359926,1292135,4642,1502,1254,63292,23282
20200523,OH,31408,285086,858,333,223,,1956
20200523,OK,5960,154943,174,78,,4645,311
20200523,OR,3888,106319,102,41,15,1376,147
20200523,PA,66983,321469,1560,,348,39519,5096
20200523,PR,3100,,106,14,5,,127
20200523,RI,13952,116180,233,51,34,1106,597
20200523,SC,9895,149015,430,,,5743,425
20200523,SD,4468,29060,90,,,3336,50
20200523,TN,19789,353969,478,,,12745,329
20200523,TX,54509,708197,1688,,,32277,1506
20200523,UT,8260,182519,165,,,4898,97
20200523,VA,35749,196721,1384,330,213,5047,1159
20200523,VI,69,1343,,,,61,6
20200523,VT,954,26470,21,,,837,54
20200523,WA,21492,282906,332,,96,,1050
20200523,WI,16843,179329,611,128,,8688,507
20200523,WV,1717,82027,39,11,9,1110,72
20200523,WY,813,19221,10,,,551,12
20200522,AK,404,41042,15,,,356,10
20200522,AL,13563,164205,,,,7951,537
20200522,AR,5612,97435,86,,14,4029,113
20200522,AS,0,124,,,,,0
20200522,AZ,15608,160395,796,311,203,3949,775
20200522,CA,88444,1378329,4762,1317,,,3630
20200522,CO,23191,119034,620,,,3580,1062
20200522,CT,39640,162688,740,,,7127,3637
20200522,DC,7893,35100,342,112,74,1069,418
20200522,DE,8529,40457,221,,,4296,420
20200522,FL,49451,786045,,,,,2268
20200522,GA,41218,386031,889,,,,1785
20200522,GU,165,5114,,,,125,5
20200522,HI,647,47338,,,,579,17
20200522,IA,16504,103746,362,123,79,9079,425
20200522,ID,2534,37061,23,,,1720,77
20200522,IL,105444,591689,3928,1060,589,,4715
20200522,IN,30409,178152,1203,416,173,,1941
20200522,KS,8958,67476,,,,485,185
20200522,KY,8286,157954,475,92,,3008,386
20200522,LA,36925,274883,867,,104,26249,2668
20200522,MA,90889,420755,2323,628,,,6228
20200522,MD,44424,183478,1329,506,,3243,2274
20200522,ME,1948,35450,45,21,12,1192,75
20200522,MI,61075,441282,955,470,348,28234,5586
20200522,MN,22374,186436,534,233,,12696,851
20200522,MO,11558,161388,711,,93,,671
20200522,MP,22,4296,,,,13,2
20200522,MS,12624,125349,557,159,85,7681,596
20200522,MT,479,31378,3,,,441,16
20200522,NC,21618,281606,568,,,11637,728
20200522,ND,2317,60513,39,,,1405,39
20200522,NE,11425,66994,,,,,143
20200522,NH,3935,51165,97,,,1767,199
20200522,NJ,152719,402595,3049,846,674,24491,10985
20200522,NM,6472,146295,205,,,2041,294
20200522,NV,7401,92540,404,90,51,339,400
20200522,NY,358154,1242639,4844,1581,1254,63292,23195
20200522,OH,30794,277006,879,362,232,,1872
20200522,OK,5849,147318,190,94,,4533,307
20200522,OR,3864,103975,146,47,16,1376,147
20200522,PA,66258,312743,1580,,368,37767,4984
20200522,PR,3030,,96,12,6,,126
20200522,RI,13736,113403,242,56,40,1084,579
20200522,SC,9638,140385,429,,,5743,419
20200522,SD,4356,27988,83,,,3267,50
20200522,TN,19394,348776,570,,,12566,315
20200522,TX,53449,687913,1578,,,31223,1480
20200522,UT,8057,178777,163,,,4748,93
20200522,VA,34950,190225,1459,366,207,4963,1136
20200522,VI,69,1343,,,,61,6
20200522,VT,952,24781,16,,,834,54
20200522,WA,21283,280444,332,,85,,1044
20200522,WI,16340,172703,583,133,,8362,496
20200522,WV,1616,83213,47,13,9,983,71
20200522,WY,803,18621,10,,,551,12
20200521,AK,402,39143,19,,,356,10
20200521,AL,13119,157620,,,,,529
20200521,AR,5458,93818,78,,14,3915,110
20200521,AS,0,124,,,,,0
20200521,AZ,15315,156312,812,299,197,3872,763
20200521,CA,86197,1334930,4735,1310,,,3542
20200521,CO,22797,112814,613,,,3532,1001
20200521,CT,39208,157239,816,,,6264,3582
20200521,DC,7788,33968,336,,74,1061,412
20200521,DE,8386,39156,220,,,4130,417
20200521,FL,48675,765254,,,,,2222
20200521,GA,40405,367326,959,,,,1754
20200521,GU,165,4899,,,,125,5
20200521,HI,643,46506,,,,578,17
20200521,IA,16170,100395,376,125,80,8672,406
20200521,ID,2506,36382,28,,,1688,77
20200521,IL,102686,569334,4107,1088,609,,4607
20200521,IN,29936,173059,1166,409,175,,1913
20200521,KS,8539,62664,,,,473,178
20200521,KY,8167,150505,474,98,,2919,376
20200521,LA,36504,268877,884,,107,26249,2629
20200521,MA,90084,411402,2396,647,,,6148
20200521,MD,43531,176702,1374,526,,3099,2221
20200521,ME,1877,35450,41,21,12,1145,73
20200521,MI,60610,421788,1054,472,361,28234,5555
20200521,MN,21582,177506,566,229,,12488,818
20200521,MO,11340,150752,697,,99,,661
20200521,MP,22,4067,,,,13,2
20200521,MS,12222,113748,638,158,92,7681,580
20200521,MT,479,30045,3,,,440,16
20200521,NC,20860,269785,578,,,11637,716
20200521,ND,2229,59050,39,,,1340,38
20200521,NE,11122,64518,,,,,138
20200521,NH,3868,48962,103,,,1388,190
20200521,NJ,151472,392802,3208,896,700,24236,10843
20200521,NM,6317,141027,206,,,1985,283
20200521,NV,7255,87127,410,92,52,339,397
20200521,NY,356458,1198597,5187,1695,1345,62826,23083
20200521,OH,30167,268911,892,349,258,,1836
20200521,OK,5680,143915,201,78,,4361,304
20200521,OR,3817,101407,140,40,14,1406,145
20200521,PA,65392,303514,1654,,361,,4869
20200521,PR,2913,,,13,7,,126
20200521,RI,13571,109796,254,56,41,1047,556
20200521,SC,9175,129063,414,,,5451,407
20200521,SD,4250,27051,91,,,3145,48
20200521,TN,18961,341622,601,,,12191,313
20200521,TX,52268,687913,1680,,,30341,1440
20200521,UT,7874,175000,169,,,4596,92
20200521,VA,34137,184462,1491,351,191,4778,1099
20200521,VI,69,1314,,,,61,6
20200521,VT,950,24751,14,,,827,54
20200521,WA,20988,276171,242,,70,,1037
20200521,WI,15792,163238,524,126,,8012,487
20200521,WV,1593,81548,46,12,9,983,70
20200521,WY,787,18053,8,,,534,11
20200520,AK,402,36643,16,,,352,10
20200520,AL,12744,151706,,,,,517
20200520,AR,5003,91255,78,,14,3852,107
20200520,AS,0,124,,,,,0
20200520,AZ,14897,150538,810,298,208,3773,747
20200520,CA,84057,1296063,4681,1345,,,3436
20200520,CO,22482,109355,626,,,3478,968
20200520,CT,39017,151701,887,,,6264,3529
20200520,DC,7551,32868,336,,74,1059,407
20200520,DE,8194,37218,220,,,3965,414
20200520,FL,47471,723877,472,232,,,2173
20200520,GA,39647,363293,959,,,,1687
20200520,GU,165,4807,,,,125,5
20200520,HI,641,45663,,,,578,17
20200520,IA,15614,95134,381,126,84,8362,388
20200520,ID,2476,36091,31,,,1668,77
20200520,IL,100418,542295,3914,1005,554,,4525
20200520,IN,29274,166464,1288,431,197,,1864
20200520,KS,8539,62664,,,,473,178
20200520,KY,8069,145917,443,269,,2826,366
20200520,LA,35316,250654,931,,110,26249,2608
20200520,MA,88970,400983,2518,675,,,6066
20200520,MD,42323,173007,1410,539,,2993,2198
20200520,ME,1819,35450,43,24,12,1100,73
20200520,MI,60151,405848,1066,492,332,28234,5514
20200520,MN,20609,170199,550,212,,12227,786
20200520,MO,11232,150752,546,,103,,631
20200520,MP,21,3796,,,,13,2
20200520,MS,11967,108713,644,157,89,7681,570
20200520,MT,478,29248,3,,,440,16
20200520,NC,20122,257481,554,,,11637,702
20200520,ND,2095,57105,38,,,1302,37
20200520,NE,10846,61289,,,,,132
20200520,NH,3721,47167,105,,,1275,182
20200520,NJ,150399,380944,3405,969,750,23945,10747
20200520,NM,6192,136054,204,,,1882,276
20200520,NV,7166,84005,437,107,60,336,393
20200520,NY,354370,1151466,5570,1761,1421,61886,22976
20200520,OH,29436,260092,902,333,248,,1781
20200520,OK,5532,138839,209,92,,4266,299
20200520,OR,3801,98348,152,42,17,1406,144
20200520,PA,63666,286034,1818,,377,,4624
20200520,PR,2866,,,20,5,,125
20200520,RI,13356,107172,257,58,45,1030,538
20200520,SC,9056,126007,,,,5451,399
20200520,SD,4177,26212,81,,,3023,46
20200520,TN,18532,335481,652,,,11783,309
20200520,TX,51323,669605,1791,,,30341,1419
20200520,UT,7710,171954,144,,,4423,90
20200520,VA,32908,179718,1536,370,202,4523,1074
20200520,VI,69,1314,,,,61,6
20200520,VT,944,24114,15,,,824,54
20200520,WA,20784,271703,168,52,,,1031
20200520,WI,15269,154300,609,129,,7728,481
20200520,WV,1545,79096,58,16,9,950,69
20200520,WY,787,18053,9,,,528,11
20200519,AK,399,35981,16,,,348,10
20200519,AL,12376,145190,,,,,504
20200519,AR,4923,88778,78,,14,3739,102
20200519,AS,0,124,,,,,0
20200519,AZ,14566,147005,792,318,201,3693,704
20200519,CA,81795,1257521,4363,1307,,,3334
20200519,CO,22202,109131,626,,,3431,921
20200519,CT,38430,147090,914,,,6264,3472
20200519,DC,7434,31940,375,,77,1040,400
20200519,DE,8037,36095,236,,,3760,408
20200519,FL,46944,668911,472,232,,,2129
20200519,GA,38721,339435,986,,,,1664
20200519,GU,154,4673,,,,126,5
20200519,HI,640,44383,,,,574,17
20200519,IA,15349,92299,383,126,83,8130,372
20200519,ID,2455,35614,28,,,1649,74
20200519,IL,98030,523654,4002,993,576,,4379
20200519,IN,28705,160625,1268,421,206,,1824
20200519,KS,8340,58650,,,,465,173
20200519,KY,8069,145917,447,277,,2826,366
20200519,LA,35038,243035,1004,,112,26249,2581
20200519,MA,87925,389015,2472,672,,,5938
20200519,MD,41546,167112,1421,537,,2868,2164
20200519,ME,1741,22092,44,19,11,1088,73
20200519,MI,59576,392208,1079,486,351,28234,5470
20200519,MN,19842,164009,545,229,,11540,757
20200519,MO,11080,143030,721,,103,,616
20200519,MP,21,3796,,,,13,2
20200519,MS,11704,106056,611,153,87,7681,554
20200519,MT,471,28479,5,,,437,16
20200519,NC,19700,245308,585,,,11637,691
20200519,ND,1994,55737,32,,,1269,37
20200519,NE,10625,59359,,,,,125
20200519,NH,3652,45822,109,,,1269,172
20200519,NJ,149013,371169,3481,977,789,23657,10586
20200519,NM,6096,131524,213,,,1796,270
20200519,NV,7046,80509,405,106,54,334,390
20200519,NY,352845,1114894,5818,1836,1481,61886,22843
20200519,OH,28952,248650,913,365,234,,1720
20200519,OK,5489,133658,167,77,,4135,294
20200519,OR,3726,95994,137,43,13,1406,140
20200519,PA,63666,286034,1861,,380,,4624
20200519,PR,2805,,,20,8,,124
20200519,RI,12951,104295,247,59,44,1023,532
20200519,SC,9056,126007,,,,5451,399
20200519,SD,4085,25624,75,,,2914,46
20200519,TN,18378,327745,615,,,10969,305
20200519,TX,49912,650234,1732,,,29359,1369
20200519,UT,7518,169793,96,,,4275,88
20200519,VA,32145,170644,1497,377,199,4271,1041
20200519,VI,69,1298,,,,61,6
20200519,VT,944,24114,24,,,820,54
20200519,WA,20535,266314,168,52,,,1002
20200519,WI,14692,148237,609,129,,7371,467
20200519,WV,1509,76792,54,18,9,922,68
20200519,WY,766,17084,8,,,504,10
20200518,AK,399,35212,9,,,345,10
20200518,AL,12086,145037,,,,,489
20200518,AR,4813,80426,77,,12,3645,100
20200518,AS,0,105,,,,,0
20200518,AZ,14170,142303,820,329,200,3570,686
20200518,CA,80430,1212242,4391,1325,,,3302
20200518,CO,21938,106557,650,,,3346,878
20200518,CT,38116,139563,920,,,6264,3449
20200518,DC,7270,30555,374,,70,1028,392
20200518,DE,7869,34589,240,,,3545,399
20200518,FL,46442,629970,472,232,,,2073
20200518,GA,38081,326208,1025,,,,1642
20200518,GU,154,4569,,,,126,5
20200518,HI,640,41405,,,,573,17
20200518,IA,14955,88193,382,121,85,7324,355
20200518,ID,2419,34253,33,,,1612,73
20200518,IL,96485,506756,4120,1096,636,,4234
20200518,IN,28255,155657,1244,426,212,,1765
20200518,KS,8340,58650,,,,465,173
20200518,KY,7688,121997,381,218,,2768,334
20200518,LA,34709,235039,1031,,118,26249,2563
20200518,MA,87052,382147,2533,674,,,5862
20200518,MD,39762,161744,1447,555,,2817,2122
20200518,ME,1713,22092,42,16,10,1053,71
20200518,MI,58812,376115,1075,473,418,28234,5427
20200518,MN,18987,158487,488,229,,10764,740
20200518,MO,10945,140393,570,,91,,605
20200518,MP,21,3399,,,,12,2
20200518,MS,11432,104335,559,141,75,7681,528
20200518,MT,470,27697,4,,,434,16
