,,,,,CONSUMERS ONLY,,,,,,,,,,
Netherlands,DNFCS-Young-Children,Other children,Food for infants and small children,A.01.001715,267,27.9%,28.71,53.85,5.25,6.50,12.50,115.00,169.00,373.45, 
Netherlands,DNFCS-Young-Children,Other children,Products for special nutritional use,A.01.001748,3,0.3%,8.67,6.85,1.40,1.40,9.60,15.00,15.00,15.00, 
Netherlands,DNFCS-Young-Children,Other children,Composite food (including frozen products),A.01.001789,515,53.8%,57.93,48.93,7.20,8.20,39.95,157.50,180.00,205.00, 
Netherlands,DNFCS-Young-Children,Other children,"Snacks, desserts, and other foods",A.01.001877,671,70.1%,62.76,52.93,5.00,10.00,50.00,164.80,195.15,231.75, 
Netherlands,Dutch National Dietary Survey 2003,Adults,Grains and grain-based products,A.01.000001,749,99.9%,231.12,95.38,96.60,122.50,217.50,406.48,450.46,513.50, 
Netherlands,Dutch National Dietary Survey 2003,Adults,Vegetables and vegetable products (including fungi,A.01.000317,705,94.0%,111.56,75.21,16.50,26.59,97.24,255.56,303.09,352.10, 
Netherlands,Dutch National Dietary Survey 2003,Adults,Starchy roots and tubers,A.01.000467,586,78.1%,146.16,90.84,35.30,53.45,122.41,297.03,375.00,465.31, 
Netherlands,Dutch National Dietary Survey 2003,Adults,"Legumes, nuts and oilseeds",A.01.000486,214,28.5%,30.50,26.44,3.86,5.00,25.00,84.46,97.83,108.21, 
Netherlands,Dutch National Dietary Survey 2003,Adults,Fruit and fruit products,A.01.000544,568,75.7%,125.04,112.03,5.23,15.00,92.66,357.50,423.16,516.15, 
Netherlands,Dutch National Dietary Survey 2003,Adults,Meat and meat products (including edible offal),A.01.000727,726,96.8%,140.73,88.24,24.35,40.00,127.33,308.47,348.72,418.71, 
Netherlands,Dutch National Dietary Survey 2003,Adults,"Fish and other seafood (including amphibians, rept",A.01.000876,135,18.0%,48.89,42.87,3.69,5.91,40.00,132.60,150.00,205.88, 
Netherlands,Dutch National Dietary Survey 2003,Adults,Milk and dairy products,A.01.000948,744,99.2%,378.79,294.03,26.88,52.41,327.91,915.30,"1,073.45","1,365.40", 
Netherlands,Dutch National Dietary Survey 2003,Adults,Eggs and egg products,A.01.001252,171,22.8%,22.22,17.88,2.67,4.01,19.03,50.00,63.36,88.72, 
Netherlands,Dutch National Dietary Survey 2003,Adults,Sugar and confectionary,A.01.001267,701,93.5%,39.08,36.50,3.00,5.19,29.00,108.10,138.15,158.50, 
Netherlands,Dutch National Dietary Survey 2003,Adults,Animal and vegetable fats and oils,A.01.001346,736,98.1%,27.68,20.92,3.70,6.75,22.42,67.59,77.10,93.89, 
Netherlands,Dutch National Dietary Survey 2003,Adults,Fruit and vegetable juices,A.01.001394,384,51.2%,252.91,234.18,0.55,66.65,188.98,725.05,901.70,"1,141.90", 
Netherlands,Dutch National Dietary Survey 2003,Adults,Non-alcoholic beverages (excepting milk based beve,A.01.001470,746,99.5%,"1,146.88",594.96,324.70,454.50,"1,075.70","2,196.80","2,400.15","2,624.90", 
Netherlands,Dutch National Dietary Survey 2003,Adults,Alcoholic beverages,A.01.001534,315,42.0%,543.27,767.51,1.76,36.25,264.40,"2,380.00","2,750.00","3,367.50", 
Netherlands,Dutch National Dietary Survey 2003,Adults,Drinking water (water without any additives except,A.01.001573,567,75.6%,598.67,601.59,29.46,72.20,414.00,"2,000.00","2,231.06","2,750.00", 
Netherlands,Dutch National Dietary Survey 2003,Adults,"Herbs, spices and condiments",A.01.001580,656,87.5%,41.21,33.60,4.06,7.88,31.84,105.45,129.70,156.87, 
Netherlands,Dutch National Dietary Survey 2003,Adults,Food for infants and small children,A.01.001715,10,1.3%,22.49,7.19,15.00,15.00,23.85,36.00,36.00,36.00, 
Netherlands,Dutch National Dietary Survey 2003,Adults,Products for special nutritional use,A.01.001748,12,1.6%,221.44,191.83,7.20,15.00,196.25,628.00,628.00,628.00, 
Netherlands,Dutch National Dietary Survey 2003,Adults,Composite food (including frozen products),A.01.001789,580,77.3%,133.99,104.91,10.00,25.00,112.50,325.00,382.45,529.46, 
Netherlands,Dutch National Dietary Survey 2003,Adults,"Snacks, desserts, and other foods",A.01.001877,445,59.3%,80.29,72.43,10.00,12.00,66.80,215.35,242.70,301.30, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Other children,Grains and grain-based products,A.01.000001,447,100.0%,192.89,68.26,100.52,115.50,182.50,326.15,356.72,397.20, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Other children,Vegetables and vegetable products (including fungi,A.01.000317,374,83.7%,80.67,58.05,8.90,13.21,70.82,191.72,228.93,267.65, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Other children,Starchy roots and tubers,A.01.000467,346,77.4%,119.71,80.51,37.25,38.75,100.41,274.64,334.48,361.95, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Other children,"Legumes, nuts and oilseeds",A.01.000486,89,19.9%,20.62,17.66,2.89,5.00,15.00,50.00,62.61,110.00, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Other children,Fruit and fruit products,A.01.000544,365,81.7%,110.29,73.17,17.25,28.30,95.65,244.15,266.75,328.80, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Other children,Meat and meat products (including edible offal),A.01.000727,418,93.5%,76.50,56.74,11.39,16.85,63.29,196.75,222.79,260.87, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Other children,"Fish and other seafood (including amphibians, rept",A.01.000876,47,10.5%,40.05,33.13,2.88,4.83,33.33,111.67,111.67,115.67, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Other children,Milk and dairy products,A.01.000948,436,97.5%,378.02,258.52,38.50,85.00,350.05,814.20,"1,023.40","1,222.78", 
Netherlands,Dutch National food consumption survey 2007 - 2010,Other children,Eggs and egg products,A.01.001252,92,20.6%,21.33,16.79,3.11,4.41,25.00,50.00,57.05,100.00, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Other children,Sugar and confectionary,A.01.001267,435,97.3%,38.86,27.05,6.50,10.00,34.00,91.50,112.00,127.20, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Other children,Animal and vegetable fats and oils,A.01.001346,444,99.3%,24.71,16.42,4.65,6.27,22.33,53.89,63.15,75.30, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Other children,Fruit and vegetable juices,A.01.001394,187,41.8%,176.97,149.89,18.00,62.50,120.85,450.00,558.40,883.35, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Other children,Non-alcoholic beverages (excepting milk based beve,A.01.001470,439,98.2%,455.20,298.68,40.65,107.55,408.35,986.15,"1,166.70","1,315.75", 
Netherlands,Dutch National food consumption survey 2007 - 2010,Other children,Alcoholic beverages,A.01.001534,7,1.6%,10.39,13.15,0.17,0.17,10.00,37.53,37.53,37.53, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Other children,Drinking water (water without any additives except,A.01.001573,410,91.7%,389.38,313.60,28.25,66.65,336.31,979.25,"1,168.75","1,408.55", 
Netherlands,Dutch National food consumption survey 2007 - 2010,Other children,"Herbs, spices and condiments",A.01.001580,394,88.1%,24.47,21.17,2.18,4.01,18.78,65.96,75.75,96.55, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Other children,Food for infants and small children,A.01.001715,70,15.7%,15.06,8.25,4.00,5.50,14.50,30.00,37.00,45.00, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Other children,Products for special nutritional use,A.01.001748,162,36.2%,20.10,59.24,0.40,0.45,1.00,165.00,250.00,282.50, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Other children,Composite food (including frozen products),A.01.001789,337,75.4%,95.38,83.07,12.41,22.78,74.38,269.44,315.00,382.18, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Other children,"Snacks, desserts, and other foods",A.01.001877,360,80.5%,85.55,59.45,12.50,20.00,72.10,197.10,226.60,252.75, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Adolescents,Grains and grain-based products,A.01.000001,"1,142",100.0%,226.84,90.53,100.87,123.46,217.21,389.27,433.84,488.27, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Adolescents,Vegetables and vegetable products (including fungi,A.01.000317,"1,037",90.8%,97.14,68.34,10.82,19.72,84.99,227.21,258.18,319.94, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Adolescents,Starchy roots and tubers,A.01.000467,900,78.8%,145.57,91.20,37.25,52.27,123.28,330.43,373.93,427.50, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Adolescents,"Legumes, nuts and oilseeds",A.01.000486,245,21.5%,24.76,21.42,2.40,3.60,20.00,65.00,72.99,100.00, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Adolescents,Fruit and fruit products,A.01.000544,842,73.7%,105.94,84.76,8.22,17.50,82.50,256.65,299.45,402.50, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Adolescents,Meat and meat products (including edible offal),A.01.000727,"1,080",94.6%,97.60,69.07,16.00,24.00,81.60,238.09,281.00,325.59, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Adolescents,"Fish and other seafood (including amphibians, rept",A.01.000876,159,13.9%,44.82,44.74,4.45,7.99,29.00,133.33,175.00,223.97, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Adolescents,Milk and dairy products,A.01.000948,"1,111",97.3%,366.92,255.05,29.39,78.23,332.73,820.70,942.57,"1,124.65", 
Netherlands,Dutch National food consumption survey 2007 - 2010,Adolescents,Eggs and egg products,A.01.001252,209,18.3%,19.98,16.08,2.54,3.85,17.35,50.00,51.85,75.00, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Adolescents,Sugar and confectionary,A.01.001267,"1,089",95.4%,38.18,32.84,3.40,6.00,30.60,97.15,127.00,165.00, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Adolescents,Animal and vegetable fats and oils,A.01.001346,"1,128",98.8%,27.26,20.11,3.74,6.35,23.70,62.63,75.07,98.70, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Adolescents,Fruit and vegetable juices,A.01.001394,533,46.7%,200.68,161.88,1.10,58.35,160.00,500.10,675.00,771.65, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Adolescents,Non-alcoholic beverages (excepting milk based beve,A.01.001470,"1,111",97.3%,664.09,403.54,120.85,187.45,621.05,"1,418.80","1,604.10","1,845.85", 
Netherlands,Dutch National food consumption survey 2007 - 2010,Adolescents,Alcoholic beverages,A.01.001534,104,9.1%,415.23,792.11,0.82,0.99,150.00,"1,445.90","2,940.00","3,720.00", 
Netherlands,Dutch National food consumption survey 2007 - 2010,Adolescents,Drinking water (water without any additives except,A.01.001573,995,87.1%,496.56,440.37,41.25,74.17,383.35,"1,334.15","1,614.15","2,125.00", 
Netherlands,Dutch National food consumption survey 2007 - 2010,Adolescents,"Herbs, spices and condiments",A.01.001580,"1,030",90.2%,33.80,29.90,3.75,5.82,25.58,87.81,114.66,146.76, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Adolescents,Food for infants and small children,A.01.001715,64,5.6%,21.10,33.15,6.00,6.00,15.00,45.00,100.00,250.00, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Adolescents,Products for special nutritional use,A.01.001748,320,28.0%,86.33,135.10,0.45,0.45,1.80,330.90,500.00,504.41, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Adolescents,Composite food (including frozen products),A.01.001789,902,79.0%,120.76,97.59,19.21,25.63,91.09,311.34,392.11,460.30, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Adolescents,"Snacks, desserts, and other foods",A.01.001877,851,74.5%,88.21,73.95,12.50,17.50,72.10,228.70,252.10,287.00, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Adults,Grains and grain-based products,A.01.000001,"2,051",99.7%,224.31,94.39,94.90,117.21,215.00,404.50,443.00,494.50, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Adults,Vegetables and vegetable products (including fungi,A.01.000317,"1,930",93.8%,136.20,93.50,15.00,30.00,122.46,310.71,374.42,423.11, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Adults,Starchy roots and tubers,A.01.000467,"1,582",76.9%,145.74,96.73,31.05,42.00,123.28,327.76,377.10,484.70, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Adults,"Legumes, nuts and oilseeds",A.01.000486,593,28.8%,32.03,30.35,2.60,5.00,25.00,92.69,119.00,140.00, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Adults,Fruit and fruit products,A.01.000544,"1,567",76.2%,134.37,110.28,7.78,17.39,109.40,342.50,404.70,513.20, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Adults,Meat and meat products (including edible offal),A.01.000727,"1,961",95.3%,124.55,91.20,20.09,32.00,103.20,288.05,356.21,458.57, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Adults,"Fish and other seafood (including amphibians, rept",A.01.000876,526,25.6%,54.63,46.10,5.61,8.33,43.50,140.00,160.23,242.22, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Adults,Milk and dairy products,A.01.000948,"2,019",98.2%,346.14,275.20,25.20,47.50,297.65,848.59,"1,007.25","1,190.44", 
Netherlands,Dutch National food consumption survey 2007 - 2010,Adults,Eggs and egg products,A.01.001252,550,26.7%,25.37,20.95,4.01,5.31,25.00,62.43,75.00,100.00, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Adults,Sugar and confectionary,A.01.001267,"1,796",87.3%,31.28,34.30,0.77,2.55,21.00,93.60,122.30,156.40, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Adults,Animal and vegetable fats and oils,A.01.001346,"2,034",98.9%,30.64,21.70,4.35,7.50,26.50,71.70,83.86,106.20, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Adults,Fruit and vegetable juices,A.01.001394,987,48.0%,211.80,196.44,0.54,40.03,162.50,535.00,675.14,915.64, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Adults,Non-alcoholic beverages (excepting milk based beve,A.01.001470,"2,041",99.2%,"1,087.79",565.31,308.35,450.00,"1,011.70","2,095.00","2,359.23","2,806.15", 
Netherlands,Dutch National food consumption survey 2007 - 2010,Adults,Alcoholic beverages,A.01.001534,979,47.6%,455.93,588.91,27.55,54.15,250.00,"1,745.00","2,240.00","2,900.70", 
Netherlands,Dutch National food consumption survey 2007 - 2010,Adults,Drinking water (water without any additives except,A.01.001573,"1,752",85.2%,696.22,618.14,37.50,94.17,527.28,"1,937.76","2,287.55","2,631.70", 
Netherlands,Dutch National food consumption survey 2007 - 2010,Adults,"Herbs, spices and condiments",A.01.001580,"1,840",89.5%,37.54,36.24,3.88,6.00,27.57,102.00,133.42,164.14, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Adults,Food for infants and small children,A.01.001715,13,0.6%,14.62,7.17,1.50,6.00,15.00,27.00,27.00,27.00, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Adults,Products for special nutritional use,A.01.001748,628,30.5%,38.84,111.11,0.40,0.45,1.56,250.00,450.85,554.90, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Adults,Composite food (including frozen products),A.01.001789,"1,597",77.6%,153.63,122.04,18.43,30.57,125.00,388.50,466.64,540.49, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Adults,"Snacks, desserts, and other foods",A.01.001877,"1,181",57.4%,83.95,69.33,9.50,15.00,72.00,223.65,255.30,295.80, 
Netherlands,Dutch National food consumption survey 2007 - 2010,Elderly,Grains and grain-based products,A.01.000001,173,100.0%,203.67,79.87,90.00,119.00,194.00,342.15,408.77,447.50,"Number of observations lower than 300, the 99th may not be statistically robust"
Netherlands,Dutch National food consumption survey 2007 - 2010,Elderly,Vegetables and vegetable products (including fungi,A.01.000317,162,93.6%,163.44,108.61,29.55,49.90,150.22,341.46,398.01,642.94,"Number of observations lower than 300, the 99th may not be statistically robust"
Netherlands,Dutch National food consumption survey 2007 - 2010,Elderly,Starchy roots and tubers,A.01.000467,137,79.2%,130.86,72.55,36.32,50.41,121.84,274.52,343.75,346.43,"Number of observations lower than 300, the 99th may not be statistically robust"
Netherlands,Dutch National food consumption survey 2007 - 2010,Elderly,"Legumes, nuts and oilseeds",A.01.000486,52,30.1%,27.37,21.42,2.00,3.84,25.00,65.22,68.48,107.07,"Number of observations lower than 300, the 99th may not be statistically robust"
Netherlands,Dutch National food consumption survey 2007 - 2010,Elderly,Fruit and fruit products,A.01.000544,152,87.9%,177.94,130.65,20.00,34.50,159.58,439.70,525.99,559.96,"Number of observations lower than 300, the 99th may not be statistically robust"
Netherlands,Dutch National food consumption survey 2007 - 2010,Elderly,Meat and meat products (including edible offal),A.01.000727,169,97.7%,120.19,92.66,19.06,32.50,98.33,275.17,327.81,448.99,"Number of observations lower than 300, the 99th may not be statistically robust"
Netherlands,Dutch National food consumption survey 2007 - 2010,Elderly,"Fish and other seafood (including amphibians, rept",A.01.000876,48,27.7%,68.51,61.72,4.91,6.05,58.00,184.50,235.90,262.36,"Number of observations lower than 300, the 99th may not be statistically robust"
Netherlands,Dutch National food consumption survey 2007 - 2010,Elderly,Milk and dairy products,A.01.000948,169,97.7%,313.88,224.13,33.00,61.00,275.55,758.55,796.95,966.53,"Number of observations lower than 300, the 99th may not be statistically robust"
Netherlands,Dutch National food consumption survey 2007 - 2010,Elderly,Eggs and egg products,A.01.001252,59,34.1%,26.36,18.77,3.29,6.25,25.00,63.23,68.75,100.00,"Number of observations lower than 300, the 99th may not be statistically robust"
Netherlands,Dutch National food consumption survey 2007 - 2010,Elderly,Sugar and confectionary,A.01.001267,138,79.8%,24.42,22.47,0.50,1.63,17.50,75.40,86.00,103.30,"Number of observations lower than 300, the 99th may not be statistically robust"
Netherlands,Dutch National food consumption survey 2007 - 2010,Elderly,Animal and vegetable fats and oils,A.01.001346,168,97.1%,29.52,16.21,6.55,11.51,25.64,60.60,68.60,75.00,"Number of observations lower than 300, the 99th may not be statistically robust"
Netherlands,Dutch National food consumption survey 2007 - 2010,Elderly,Fruit and vegetable juices,A.01.001394,72,41.6%,155.11,105.28,0.37,20.00,158.22,362.50,383.40,483.35,"Number of observations lower than 300, the 99th may not be statistically robust"
Netherlands,Dutch National food consumption survey 2007 - 2010,Elderly,Non-alcoholic beverages (excepting milk based beve,A.01.001470,173,100.0%,982.51,424.35,413.30,533.35,919.15,"1,785.85","1,828.75","2,230.00","Number of observations lower than 300, the 99th may not be statistically robust"
Netherlands,Dutch National food consumption survey 2007 - 2010,Elderly,Alcoholic beverages,A.01.001534,107,61.8%,302.93,271.64,33.00,60.15,227.10,977.50,"1,050.00","1,162.50","Number of observations lower than 300, the 99th may not be statistically robust"
Netherlands,Dutch National food consumption survey 2007 - 2010,Elderly,Drinking water (water without any additives except,A.01.001573,147,85.0%,548.59,457.74,80.00,112.50,483.40,"1,268.44","1,894.20","2,008.65","Number of observations lower than 300, the 99th may not be statistically robust"
Netherlands,Dutch National food consumption survey 2007 - 2010,Elderly,"Herbs, spices and condiments",A.01.001580,146,84.4%,27.25,23.59,2.45,4.80,21.47,73.22,89.08,117.31,"Number of observations lower than 300, the 99th may not be statistically robust"
Netherlands,Dutch National food consumption survey 2007 - 2010,Elderly,Products for special nutritional use,A.01.001748,66,38.2%,12.60,64.18,0.45,0.50,1.80,12.50,165.00,500.00,"Number of observations lower than 300, the 99th may not be statistically robust"
Netherlands,Dutch National food consumption survey 2007 - 2010,Elderly,Composite food (including frozen products),A.01.001789,129,74.6%,176.21,181.61,15.16,28.66,160.00,429.50,562.12,650.00,"Number of observations lower than 300, the 99th may not be statistically robust"
Netherlands,Dutch National food consumption survey 2007 - 2010,Elderly,"Snacks, desserts, and other foods",A.01.001877,77,44.5%,86.77,61.11,6.25,18.75,75.00,225.00,240.30,248.90,"Number of observations lower than 300, the 99th may not be statistically robust"
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Elderly,Grains and grain-based products,A.01.000001,289,100.0%,203.89,82.51,93.14,108.50,192.70,344.88,379.10,464.50,"Number of observations lower than 300, the 99th may not be statistically robust"
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Elderly,Vegetables and vegetable products (including fungi,A.01.000317,285,98.6%,191.66,95.98,49.27,79.67,181.70,350.00,423.34,522.20,"Number of observations lower than 300, the 99th may not be statistically robust"
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Elderly,Starchy roots and tubers,A.01.000467,251,86.9%,127.07,72.72,37.25,47.60,115.31,263.46,308.37,342.63,"Number of observations lower than 300, the 99th may not be statistically robust"
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Elderly,"Legumes, nuts and oilseeds",A.01.000486,84,29.1%,26.50,32.58,0.94,1.39,16.62,86.96,108.70,208.32,"Number of observations lower than 300, the 99th may not be statistically robust"
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Elderly,Fruit and fruit products,A.01.000544,274,94.8%,176.11,105.17,27.50,48.10,161.45,376.65,411.10,466.95,"Number of observations lower than 300, the 99th may not be statistically robust"
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Elderly,Meat and meat products (including edible offal),A.01.000727,279,96.5%,111.44,62.10,20.00,36.89,105.43,239.77,264.29,304.07,"Number of observations lower than 300, the 99th may not be statistically robust"
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Elderly,"Fish and other seafood (including amphibians, rept",A.01.000876,95,32.9%,79.11,51.74,11.73,25.00,75.00,172.75,206.67,298.20,"Number of observations lower than 300, the 99th may not be statistically robust"
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Elderly,Milk and dairy products,A.01.000948,287,99.3%,323.12,194.58,45.00,83.55,292.78,659.90,733.40,790.20,"Number of observations lower than 300, the 99th may not be statistically robust"
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Elderly,Eggs and egg products,A.01.001252,88,30.4%,26.02,17.30,4.28,5.08,25.00,50.00,62.50,100.00,"Number of observations lower than 300, the 99th may not be statistically robust"
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Elderly,Sugar and confectionary,A.01.001267,260,90.0%,26.26,22.08,0.93,4.00,20.34,73.01,84.00,103.20,"Number of observations lower than 300, the 99th may not be statistically robust"
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Elderly,Animal and vegetable fats and oils,A.01.001346,288,99.7%,30.81,16.64,8.15,12.20,28.30,62.10,71.35,87.65,"Number of observations lower than 300, the 99th may not be statistically robust"
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Elderly,Fruit and vegetable juices,A.01.001394,154,53.3%,140.94,93.66,7.50,35.00,127.50,298.50,440.00,456.50,"Number of observations lower than 300, the 99th may not be statistically robust"
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Elderly,Non-alcoholic beverages (excepting milk based beve,A.01.001470,286,99.0%,921.63,409.30,378.00,482.65,849.75,"1,620.00","1,728.50","1,905.00","Number of observations lower than 300, the 99th may not be statistically robust"
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Elderly,Alcoholic beverages,A.01.001534,181,62.6%,280.38,279.16,35.63,47.67,185.00,875.00,"1,185.00","1,350.00","Number of observations lower than 300, the 99th may not be statistically robust"
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Elderly,Drinking water (water without any additives except,A.01.001573,263,91.0%,543.47,410.20,83.35,125.00,432.75,"1,255.00","1,536.85","2,001.00","Number of observations lower than 300, the 99th may not be statistically robust"
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Elderly,"Herbs, spices and condiments",A.01.001580,243,84.1%,27.71,22.98,2.00,4.62,21.64,69.40,92.28,96.45,"Number of observations lower than 300, the 99th may not be statistically robust"
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Elderly,Products for special nutritional use,A.01.001748,119,41.2%,9.00,45.72,0.40,0.45,1.28,12.80,172.05,252.50,"Number of observations lower than 300, the 99th may not be statistically robust"
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Elderly,Composite food (including frozen products),A.01.001789,193,66.8%,139.47,110.03,5.93,15.00,105.10,367.50,417.15,464.50,"Number of observations lower than 300, the 99th may not be statistically robust"
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Elderly,"Snacks, desserts, and other foods",A.01.001877,125,43.3%,81.93,68.75,8.75,9.50,69.55,228.75,236.20,276.50,"Number of observations lower than 300, the 99th may not be statistically robust"
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Very elderly,Grains and grain-based products,A.01.000001,450,100.0%,205.44,86.87,94.50,109.30,190.38,370.80,405.70,492.65, 
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Very elderly,Vegetables and vegetable products (including fungi,A.01.000317,444,98.7%,173.92,92.92,38.25,62.50,162.51,346.84,383.32,419.69, 
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Very elderly,Starchy roots and tubers,A.01.000467,391,86.9%,124.52,76.95,37.25,48.36,112.25,262.35,335.71,370.43, 
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Very elderly,"Legumes, nuts and oilseeds",A.01.000486,147,32.7%,28.54,31.96,1.20,3.30,19.62,76.22,102.04,122.28, 
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Very elderly,Fruit and fruit products,A.01.000544,427,94.9%,179.70,117.22,25.90,46.15,160.00,412.20,476.95,532.80, 
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Very elderly,Meat and meat products (including edible offal),A.01.000727,435,96.7%,106.81,60.82,18.00,34.00,100.00,215.15,244.79,269.00, 
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Very elderly,"Fish and other seafood (including amphibians, rept",A.01.000876,139,30.9%,68.57,45.29,15.00,25.00,54.40,155.56,186.67,224.72, 
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Very elderly,Milk and dairy products,A.01.000948,450,100.0%,290.37,192.80,26.00,55.50,278.86,620.75,713.40,877.11, 
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Very elderly,Eggs and egg products,A.01.001252,151,33.6%,27.23,17.27,3.83,5.97,25.00,50.00,75.00,75.00, 
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Very elderly,Sugar and confectionary,A.01.001267,404,89.8%,27.44,25.63,1.19,3.50,19.50,80.49,96.70,123.90, 
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Very elderly,Animal and vegetable fats and oils,A.01.001346,449,99.8%,31.54,17.53,10.17,13.05,27.25,64.79,79.05,85.15, 
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Very elderly,Fruit and vegetable juices,A.01.001394,203,45.1%,130.25,82.47,24.00,45.00,118.00,266.50,343.50,385.00, 
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Very elderly,Non-alcoholic beverages (excepting milk based beve,A.01.001470,449,99.8%,854.30,369.60,315.75,416.00,801.25,"1,519.50","1,742.50","1,870.00", 
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Very elderly,Alcoholic beverages,A.01.001534,215,47.8%,184.71,157.35,25.30,35.20,140.00,500.00,600.00,674.00, 
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Very elderly,Drinking water (water without any additives except,A.01.001573,419,93.1%,469.58,389.01,64.17,100.00,368.26,"1,224.00","1,465.50","1,942.00", 
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Very elderly,"Herbs, spices and condiments",A.01.001580,388,86.2%,28.45,25.74,2.50,4.99,23.21,73.30,103.25,123.40, 
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Very elderly,Food for infants and small children,A.01.001715,1,0.2%,30.00,0.00,30.00,30.00,30.00,30.00,30.00,30.00, 
Netherlands,Dutch National Food Consumption Surveys - Older Adults,Very elderly,Products for special nutritional use,A.01.001748,213,47.3%,7.67,28.59,0.40,0.45,1.72,17.35,100.00,165.90, 
