Naturalness,Taste,Price,Safety,Convenience,Nutrition,Novelty,Origin,Fairness,Appearance,Environmental Impact,Animal Welfare,Naturalness,Taste,Price,Safety,Convenience,Nutrition,Novelty,Origin,Fairness,Appearance,Environmental Impact,Animal Welfare,Weekly GroceryExpenditure,Weekly Eating Out Expenditure,Finding affordable foods that fit my budget,"Avoiding foods that contain pesticides, added hormones & antibiotics","Finding convenient, quick-to-make alternatives",Finding foods my children will eat,Losing weight,Finding time to cook at home,"Avoiding certain nutrients or ingredients (i.e. sodium, carbohydrates, trans fats, etc.)",Priceset1,Priceset2,Priceset3,Priceset4,Priceset5,Priceset6,Priceset7,Priceset8,Priceset9,Priceset10,Priceset11,Priceset12,Priceset13,Priceset14,Priceset15,Priceset16,Priceset17,Priceset18,Priceset19,Priceset20,Priceset21,Pricese22,Priceset23,Priceset24,Priceset25,Priceset26,Priceset27,Are you a vegetarian or a vegan?,Primaryshopper,FarmingExperience,CurrentlyFarm,Gender,Age,MaritalStatus,NumberInHousehold,Children<12,Weight,Height,ReceivedFoodStamps,CurrentlyOnFoodStamps,State,Education,Approximate / annual household income before taxes in 2012,"Hispanic, Latino, or Spanish origin?",Race,PoliticalInclination,PoliticalParty,LocationLatitude,LocationLongitude
,,,,0,4,,,,,0,1,1,3,0,3,1,1,0,2,1,4,1,2,3,2,7,4,3,5,1,6,2,,,,,,,,,,,,,,,,,,,6,3,3,6,2,1,7,1,6,1,3,2,2,1,3,1,3,2,210,24,2,2,11,5,3,1,1,1,2,33.524200439453,-82.092597961426
,,0,3,,,0,1,0,4,,,1,3,1,4,1,1,,,0,2,1,2,8,9,1,3,5,2,6,4,7,5,5,5,6,5,6,5,6,5,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,4,1,165,19,2,2,31,5,5,1,3,3,1,40.720901489258,-74.046798706055
,,0,3,1,2,1,4,1,3,0,2,1,1,,,,,0,1,,,0,4,7,3,6,1,4,7,2,5,3,3,4,3,1,4,5,5,4,4,,,,,,,,,,,,,,,,,,,2,1,2,2,2,6,2,2,2,221,16,2,2,44,3,5,1,1,5,2,29.708099365234,-98.47859954834
0,3,,,,,1,2,1,1,,,0,2,1,4,0,4,,,0,1,1,3,4,3,5,3,6,1,7,4,2,7,7,4,8,3,6,6,8,7,,,,,,,,,,,,,,,,,,,2,1,1,2,1,2,2,3,1,1990,2,1,1,5,1,4,1,1,5,2,40.422393798828,-80.57389831543
,,0,3,0,2,,,0,1,,,1,1,,,1,3,0,4,1,2,1,4,8,4,4,3,6,5,7,2,1,,,,,,,,,,4,2,1,7,6,1,8,3,5,,,,,,,,,,2,2,1,2,1,2,1,2,2,140,24,2,2,22,3,4,1,2,2,1,42.345794677734,-71.550598144531
,,0,3,1,4,0,2,1,2,0,4,,,,,,,0,1,1,1,1,3,6,6,6,4,3,7,2,5,1,5,5,5,9,5,5,5,5,5,,,,,,,,,,,,,,,,,,,2,1,2,2,2,5,2,2,2,161,18,1,2,5,4,8,1,1,3,4,39.901000976562,-121.83059692383
0,4,0,1,,,,,1,1,,,1,2,0,2,1,3,,,0,3,1,4,3,1,1,5,3,7,4,2,6,,,,,,,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,2,1,2,2,2,4,2,2,2,110,20,2,2,36,6,6,1,1,3,1,40.080596923828,-80.900100708008
,,0,1,0,3,,,1,1,0,4,,,1,2,1,3,0,2,,,1,4,5,1,1,2,4,7,6,5,3,,,,,,,,,,3,5,1,1,9,1,9,9,3,,,,,,,,,,2,1,2,2,2,5,2,2,2,138,16,2,2,45,2,2,1,1,4,1,37.064498901367,-113.57460021973
1,3,0,2,,,0,1,0,3,0,4,1,4,1,1,,,,,,,1,2,3,3,5,3,1,7,2,4,6,,,,,,,,,,,,,,,,,,,9,3,1,1,8,3,5,5,1,2,1,2,2,2,6,5,1,2,210,17,2,2,47,5,6,1,1,2,1,38.792297363281,-77.069900512695
1,3,0,1,0,3,,,,,1,2,1,1,0,2,,,1,4,,,0,4,9,2,1,3,2,7,6,5,4,,,,,,,,,,4,4,4,4,4,4,4,4,4,,,,,,,,,,2,1,2,2,2,5,4,1,2,150,15,1,2,10,2,2,1,1,5,2,30.636703491211,-86.663497924805
0,1,0,2,1,2,0,3,1,1,1,3,,,0,4,,,1,4,,,,,9,5,6,1,4,2,7,5,3,,,,,,,,,,,,,,,,,,,7,4,4,5,1,6,3,3,8,2,1,2,2,1,2,2,4,1,150,35,2,2,33,6,9,1,1,2,1,32.723495483398,-97.462501525879
,,0,2,0,1,0,4,,,,,1,3,0,3,1,2,,,1,4,1,1,4,1,2,6,4,7,1,5,3,8,3,1,1,4,5,5,1,4,,,,,,,,,,,,,,,,,,,2,1,2,2,1,5,4,1,2,220,21,1,2,10,2,1,1,1,2,1,41.752700805664,-72.758499145508
1,3,0,2,0,1,,,1,2,0,3,1,4,1,1,,,0,4,,,,,4,1,1,6,4,7,2,5,3,1,3,5,1,4,5,5,5,4,,,,,,,,,,,,,,,,,,,2,1,2,2,1,6,1,1,2,210,22,2,2,33,3,2,1,1,2,4,40.698104858398,-73.957099914551
,,,,0,2,0,1,1,1,0,3,,,,,1,3,0,4,1,2,1,4,2,1,4,6,5,7,1,3,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,2,1,2,2,2,2,1,5,2,2,2,250,25,2,2,1,6,7,1,2,2,1,33.397201538086,-86.840797424316
1,2,0,1,0,2,0,3,1,4,1,3,,,0,4,,,,,1,1,,,6,1,1,4,2,7,6,5,3,,,,,,,,,,3,4,9,4,3,3,4,4,4,,,,,,,,,,2,1,2,2,1,6,2,2,2,165,24,2,2,7,5,4,1,2,1,1,41.230499267578,-73.125701904297
1,1,0,2,0,4,0,1,1,3,,,,,0,3,,,,,1,4,1,2,7,1,3,7,5,6,2,4,1,,,,,,,,,,5,5,1,5,4,4,4,4,4,,,,,,,,,,2,1,1,2,1,5,4,3,2,185,21,2,2,48,3,5,1,1,4,4,47.113006591797,-123.96510314941
1,4,1,1,1,2,1,3,,,,,,,0,1,0,2,,,0,4,0,3,6,2,3,1,4,6,5,7,2,6,5,2,5,6,2,6,1,5,,,,,,,,,,,,,,,,,,,2,1,2,2,1,3,1,3,2,185,20,2,2,33,6,4,1,1,5,1,42.709106445312,-78.830101013184
1,1,0,3,0,4,,,1,3,,,1,4,0,1,,,0,2,1,2,,,5,2,5,7,2,4,1,3,6,,,,,,,,,,,,,,,,,,,5,5,1,1,5,5,3,3,6,2,1,1,2,1,6,2,2,2,202,20,2,2,26,4,3,1,1,5,2,38.396499633789,-90.426300048828
1,4,0,1,0,2,0,3,,,0,4,,,,,1,2,1,1,1,3,,,6,5,2,4,1,5,7,6,3,,,,,,,,,,6,2,2,8,4,3,2,7,3,,,,,,,,,,2,1,1,2,1,6,4,2,2,130,15,2,2,5,4,2,1,6,4,2,34.510192871094,-118.68040466309
,,0,1,0,3,,,1,3,0,2,1,1,1,2,,,,,1,4,0,4,7,4,1,4,5,7,6,3,2,,,,,,,,,,,,,,,,,,,6,8,4,1,3,5,1,1,8,2,1,2,2,2,5,2,2,2,155,17,2,2,10,3,5,1,1,4,2,27.802001953125,-81.989898681641
1,3,0,3,,,,,1,1,,,1,4,0,1,0,4,1,2,0,2,,,4,6,3,4,5,7,1,6,2,8,5,5,2,5,2,8,8,5,,,,,,,,,,,,,,,,,,,2,1,2,2,2,6,4,1,2,170,17,2,2,28,5,3,1,1,1,4,41.176696777344,-95.956298828125
,,0,1,1,1,0,3,1,3,,,1,2,,,0,4,0,2,1,4,,,5,2,1,2,4,7,6,5,3,1,2,2,1,1,1,5,1,1,,,,,,,,,,,,,,,,,,,2,1,2,2,2,4,5,1,2,140,15,1,1,10,2,1,1,1,6,2,26.308395385742,-80.143203735352
,,0,2,1,4,,,0,3,0,1,1,1,1,2,,,0,4,1,3,,,6,2,7,2,6,3,5,4,1,,,,,,,,,,5,5,4,4,3,4,4,5,3,,,,,,,,,,2,1,2,2,1,3,2,5,1,190,22,2,2,14,3,6,1,1,4,1,41.803207397461,-88.134101867676
,,0,1,1,3,0,2,1,1,0,4,1,2,,,,,0,3,,,1,4,6,3,1,7,2,4,5,6,3,,,,,,,,,,5,5,5,5,5,5,5,5,5,,,,,,,,,,2,1,2,2,1,5,1,1,2,155,20,1,1,10,3,1,1,1,1,2,26.4541015625,-80.104103088379
1,2,0,2,0,1,0,3,,,0,4,1,1,1,3,,,,,1,4,,,3,1,3,5,2,6,4,7,1,,,,,,,,,,3,5,9,5,9,3,9,5,3,,,,,,,,,,2,1,2,2,2,5,2,3,2,0,16,2,2,36,4,2,1,1,3,4,39.940200805664,-84.172698974609
,,0,2,,,1,3,1,2,1,1,0,1,1,4,,,,,0,4,0,3,1,1,4,7,5,6,3,2,1,9,9,9,9,9,9,9,9,9,,,,,,,,,,,,,,,,,,,1,2,2,2,1,7,1,1,2,159,26,2,2,1,6,9,5,1,2,2,37.255493164062,-121.92449951172
1,4,0,3,0,4,0,1,1,1,0,2,1,2,,,,,,,1,3,,,9,1,4,1,2,7,6,5,3,,,,,,,,,,,,,,,,,,,8,4,6,5,4,2,6,3,1,2,3,2,2,1,6,2,2,2,125,15,2,2,44,2,3,1,1,5,2,27.685104370117,-97.400299072266
0,2,0,3,,,,,0,4,1,2,1,1,0,1,1,3,,,,,1,4,6,2,1,4,3,7,6,5,2,1,3,3,1,4,1,5,4,1,,,,,,,,,,,,,,,,,,,2,2,1,2,1,7,2,2,2,170,22,2,2,44,2,4,1,14,4,5,32.773406982422,-94.988899230957
,,0,3,0,1,0,2,,,,,1,3,1,4,1,1,0,4,1,2,,,5,4,2,1,4,7,6,5,3,,,,,,,,,,,,,,,,,,,6,6,5,3,6,3,6,5,6,2,1,2,2,1,3,1,1,2,215,26,2,2,11,6,4,1,1,4,2,33.920303344727,-84.61799621582
1,2,0,4,1,1,0,1,0,3,1,3,,,,,,,0,2,1,4,,,6,5,2,4,7,1,3,5,6,,,,,,,,,,4,8,2,4,6,6,5,7,3,,,,,,,,,,2,1,2,2,1,2,2,5,1,170,19,2,2,44,5,8,1,1,2,1,29.751007080078,-95.612998962402
,,1,1,,,0,4,0,3,0,2,0,1,1,4,,,,,1,3,1,2,6,5,5,6,7,1,2,3,4,,,,,,,,,,,,,,,,,,,8,2,6,5,6,1,1,1,1,2,1,2,2,2,2,2,4,1,100,30,1,2,21,6,7,1,1,1,2,34.059906005859,-118.31030273438
0,3,0,2,1,2,0,1,1,3,0,4,1,4,1,1,,,,,,,,,3,6,5,2,3,6,7,4,1,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,2,1,2,2,2,5,2,1,2,122,15,2,2,44,5,7,1,1,3,2,33.472106933594,-101.93979644775
,,,,0,2,0,3,1,3,0,4,1,4,1,2,1,1,0,1,,,,,3,1,3,1,2,7,6,4,5,,,,,,,,,,5,2,1,7,9,9,6,8,9,,,,,,,,,,2,1,2,2,2,5,4,2,2,148,16,2,2,31,6,4,1,1,3,1,40.916793823242,-74.637001037598
1,1,0,3,0,4,0,2,0,1,,,1,2,1,4,1,3,,,,,,,1,1,1,5,2,7,6,3,4,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,2,2,2,2,2,3,1,3,2,125,21,1,2,26,5,2,1,1,3,2,39.728393554688,-86.069000244141
,,,,1,4,0,4,1,3,0,3,1,1,,,0,1,,,1,2,0,2,7,6,2,7,6,3,1,4,5,8,9,9,8,9,8,9,8,9,,,,,,,,,,,,,,,,,,,2,1,2,2,2,5,2,3,2,200,16,1,2,43,2,2,1,1,3,1,36.165893554688,-86.784400939941
0,1,,,0,4,,,1,3,0,2,1,4,1,2,,,1,1,,,0,3,2,1,1,2,6,7,5,4,3,,,,,,,,,,,,,,,,,,,7,9,1,1,8,4,5,5,1,2,1,2,2,2,2,1,2,2,180,14,2,2,5,3,1,1,1,2,4,34.026596069336,-118.28309631348
0,1,0,4,1,4,,,1,2,0,2,1,1,0,3,,,1,3,,,,,9,2,5,3,6,7,1,4,2,8,8,9,8,9,9,7,7,5,,,,,,,,,,,,,,,,,,,2,1,2,2,2,6,2,2,2,158,16,2,2,31,5,3,1,1,2,1,39.454299926758,-74.73210144043
,,0,1,1,4,0,3,1,3,0,2,1,2,1,1,,,0,4,,,,,9,6,7,6,3,2,4,1,5,,,,,,,,,,5,5,5,5,5,5,5,5,5,,,,,,,,,,2,1,2,2,2,6,2,3,2,140,15,2,2,10,4,9,1,1,2,1,28.607894897461,-81.30549621582
0,3,0,1,0,4,,,,,,,,,1,2,1,1,0,2,1,3,1,4,3,4,2,1,6,7,4,5,3,5,9,5,7,5,5,5,5,9,,,,,,,,,,,,,,,,,,,2,1,2,2,1,2,2,2,2,185,22,2,2,5,5,6,2,1,3,4,34.069900512695,-117.9421005249
1,2,0,1,0,2,0,4,,,,,1,4,,,,,0,3,1,1,1,3,2,2,2,5,6,7,3,1,4,,,,,,,,,,,,,,,,,,,6,6,1,6,5,4,5,5,5,2,1,2,2,1,3,1,1,2,166,18,2,2,5,5,3,1,5,3,1,37.567092895508,-122.37100219727
,,0,2,1,1,0,1,1,2,0,3,,,1,3,,,1,4,,,0,4,6,6,5,7,2,1,4,6,3,,,,,,,,,,5,5,4,6,5,2,2,8,2,,,,,,,,,,2,1,2,2,1,3,2,4,1,180,10,2,2,11,6,6,1,1,4,2,33.876693725586,-84.334098815918
,,1,4,1,3,0,1,,,0,3,1,1,,,,,1,2,0,4,0,2,7,7,7,3,4,1,6,2,5,,,,,,,,,,7,8,5,7,4,3,5,3,1,,,,,,,,,,2,1,2,2,1,2,2,3,1,140,13,1,2,5,4,6,1,1,3,1,47.106002807617,-121.60290527344
0,1,1,2,0,4,,,1,4,0,3,,,1,1,0,2,1,3,,,,,2,2,1,3,2,7,5,4,6,6,6,5,6,5,7,7,8,8,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,105,14,2,2,5,6,5,1,4,3,2,33.840301513672,-118.35389709473
,,0,4,1,3,,,1,2,1,1,,,0,1,,,0,3,0,2,1,4,4,2,2,4,5,3,1,6,7,,,,,,,,,,,,,,,,,,,4,1,1,9,1,5,6,9,9,2,1,2,2,1,5,1,1,2,225,22,1,1,33,2,1,5,1,2,1,40.800598144531,-73.965301513672
,,0,2,0,4,0,3,0,1,1,2,1,4,1,3,,,,,1,1,,,5,3,2,4,1,7,6,3,5,,,,,,,,,,,,,,,,,,,7,6,5,1,9,3,5,5,1,2,1,2,2,2,5,2,2,2,155,15,2,2,44,2,9,1,1,3,2,30.054000854492,-95.222999572754
0,2,0,3,,,1,4,0,1,0,4,,,1,2,,,1,1,,,1,3,9,9,5,2,4,7,6,3,1,5,5,5,5,5,5,7,8,5,,,,,,,,,,,,,,,,,,,2,1,1,2,2,5,2,2,2,135,16,2,2,47,4,5,1,1,5,2,37.35400390625,-76.746696472168
1,2,0,4,,,,,,,,,1,4,0,1,1,3,1,1,0,3,0,2,3,3,3,4,2,1,7,5,6,,,,,,,,,,5,4,4,7,4,6,1,2,3,,,,,,,,,,1,1,1,1,1,2,2,3,1,60,35,1,1,5,6,3,1,1,1,1,28.037399291992,-82.390197753906
,,0,1,0,2,0,4,1,3,,,,,0,3,1,2,,,1,4,1,1,7,6,1,4,2,6,3,5,7,,,,,,,,,,,,,,,,,,,4,4,1,1,9,3,5,5,1,2,3,2,2,1,6,2,2,2,190,20,2,2,37,3,3,1,1,3,2,36.060699462891,-95.806396484375
,,0,2,0,4,0,1,,,0,3,1,3,1,4,,,,,1,1,1,2,3,3,2,6,3,7,1,4,5,,,,,,,,,,,,,,,,,,,2,8,5,1,7,4,3,9,6,2,1,2,2,2,6,1,1,2,230,20,2,2,10,5,3,1,1,3,1,27.638702392578,-81.404800415039
0,1,1,3,1,2,,,,,0,2,,,0,4,0,3,,,1,1,1,4,5,6,3,4,5,1,7,6,2,,,,,,,,,,,,,,,,,,,6,6,6,3,1,5,3,2,1,2,1,1,2,1,2,2,3,1,113,14,1,2,44,7,5,1,1,3,2,40.620101928711,-73.986801147461
0,2,,,1,2,,,1,1,0,3,1,4,0,1,,,,,0,4,1,3,6,3,3,1,4,7,6,2,5,8,5,5,8,5,5,5,8,5,,,,,,,,,,,,,,,,,,,2,3,2,2,1,6,2,2,2,185,20,2,2,47,6,7,1,1,2,4,35.736206054688,-80.193099975586
,,1,4,1,3,0,4,0,2,0,1,,,0,3,1,1,1,2,,,,,8,7,3,1,6,4,2,7,5,,,,,,,,,,3,3,6,4,1,7,2,5,8,,,,,,,,,,2,1,2,2,1,3,2,4,1,229,28,1,1,6,6,9,1,1,2,1,39.752502441406,-104.99949645996
1,1,,,1,4,0,2,0,3,1,3,1,2,,,,,0,4,,,0,1,2,2,6,4,1,7,5,2,3,,,,,,,,,,,,,,,,,,,6,6,5,1,6,5,5,5,6,2,1,1,2,1,4,4,1,2,174,23,2,2,43,5,7,1,1,3,2,35.184997558594,-90.093597412109
1,2,,,0,4,1,1,1,4,0,2,,,1,3,0,1,0,3,,,,,5,4,6,7,2,1,3,5,4,,,,,,,,,,3,7,8,3,3,2,1,4,5,,,,,,,,,,1,1,1,1,1,2,2,3,1,182,22,1,1,18,3,5,1,1,3,2,40.624694824219,-74.249397277832
0,4,,,1,2,0,1,,,0,2,1,4,,,1,3,0,3,,,1,1,8,7,1,6,5,2,3,7,4,8,6,8,4,2,5,1,1,8,,,,,,,,,,,,,,,,,,,2,1,2,2,1,2,2,2,2,60,15,2,2,5,7,8,1,1,1,2,35.131103515625,-80.851196289062
,,0,3,0,4,0,1,1,2,,,1,1,1,4,,,0,2,1,3,,,6,4,4,2,3,7,5,6,1,8,2,3,1,2,5,5,3,3,,,,,,,,,,,,,,,,,,,2,1,2,2,1,5,4,1,2,172,24,2,2,14,6,8,1,1,3,4,41.928802490234,-87.631500244141
1,2,0,4,0,1,,,0,2,0,3,1,4,1,3,1,1,,,,,,,9,4,4,6,2,3,1,5,7,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,6,2,3,2,2,1,4,2,2,2,280,25,2,2,10,3,6,1,1,1,4,28.272201538086,-82.33219909668
1,2,0,1,1,1,,,,,0,3,,,0,4,,,0,2,1,4,1,3,8,6,1,2,3,4,7,5,6,1,2,5,8,7,5,3,5,1,,,,,,,,,,,,,,,,,,,2,1,1,2,1,2,2,3,1,176,12,1,2,48,6,9,1,1,3,2,39.024002075195,-84.562400817871
0,3,,,,,0,1,1,1,0,2,1,3,1,2,,,1,4,,,0,4,4,1,2,1,4,7,6,5,3,,,,,,,,,,3,9,9,9,7,3,7,8,3,,,,,,,,,,2,1,1,2,2,6,1,1,2,120,12,1,1,31,6,2,1,1,1,1,40.739105224609,-74.19450378418
1,3,1,1,,,0,4,0,3,,,1,4,,,0,2,1,2,,,0,1,7,7,7,5,3,2,1,4,6,2,1,6,3,6,1,3,2,2,,,,,,,,,,,,,,,,,,,2,1,2,1,1,2,2,3,1,200,24,1,2,33,3,8,1,1,1,2,42.694595336914,-89.142097473145
,,,,0,2,,,1,4,0,1,1,3,0,3,,,0,4,1,2,1,1,5,2,3,4,6,7,2,5,1,,,,,,,,,,,,,,,,,,,2,6,2,3,2,2,6,5,6,2,2,2,2,1,6,2,2,2,147,14,2,2,48,5,3,1,1,4,2,48.06559753418,-123.06129455566
1,3,,,0,1,0,3,,,,,1,1,1,2,1,4,0,2,,,0,4,9,3,1,7,3,2,5,6,4,,,,,,,,,,3,3,3,4,3,3,4,3,4,,,,,,,,,,2,1,2,2,2,4,4,3,1,210,13,1,1,30,3,1,1,1,5,4,43.30290222168,-71.045997619629
1,1,0,3,0,1,,,1,4,0,4,1,3,1,2,,,0,2,,,,,3,2,6,2,3,7,5,4,1,,,,,,,,,,3,7,9,9,9,3,2,5,8,,,,,,,,,,2,1,2,2,2,6,4,2,2,125,14,2,2,14,3,7,1,1,4,2,41.946304321289,-87.812698364258
1,3,0,3,0,1,0,4,0,2,,,1,4,1,2,,,,,1,1,,,4,1,1,5,2,6,7,3,4,,,,,,,,,,2,1,7,5,3,1,7,5,3,,,,,,,,,,2,1,2,2,2,5,4,2,2,108,15,1,2,18,3,3,1,1,3,2,38.919097900391,-84.394302368164
0,3,0,4,1,1,1,3,0,1,0,2,1,2,,,1,4,,,,,,,9,9,3,1,4,6,2,5,7,,,,,,,,,,,,,,,,,,,8,2,2,4,7,1,5,5,6,2,1,2,2,1,2,2,4,1,150,36,2,2,6,7,9,1,1,1,2,39.073394775391,-94.717697143555
,,,,0,2,,,1,2,0,3,1,1,1,3,1,4,,,0,4,0,1,4,1,2,3,6,7,5,1,4,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,1,1,1,2,1,4,1,2,2,126,16,2,2,15,3,1,1,1,2,1,39.774398803711,-86.109703063965
,,0,1,0,3,,,0,4,0,2,1,4,,,1,2,,,1,3,1,1,3,1,6,2,3,5,4,7,1,,,,,,,,,,,,,,,,,,,2,9,2,1,2,2,5,2,1,2,1,2,2,2,3,1,3,1,230,18,1,1,41,3,1,1,2,4,1,34.996505737305,-82.32869720459
,,0,2,0,1,,,0,3,,,0,4,1,4,1,1,,,1,3,1,2,9,1,1,7,2,4,6,3,5,1,5,5,1,5,5,5,5,1,,,,,,,,,,,,,,,,,,,2,1,2,2,2,4,2,5,1,140,19,2,2,17,6,6,1,1,2,1,39.102294921875,-96.524597167969
0,3,0,2,0,4,,,1,3,0,1,1,4,,,1,2,1,1,,,,,5,3,2,1,4,7,3,6,5,,,,,,,,,,,,,,,,,,,9,1,1,1,1,3,5,5,1,2,1,2,2,2,4,2,3,2,160,19,2,2,18,3,4,1,1,3,4,38.085800170898,-85.849502563477
,,0,4,0,3,0,1,1,4,1,3,1,1,1,2,,,0,2,,,,,5,2,2,5,4,7,3,6,1,6,6,2,1,3,5,5,5,6,,,,,,,,,,,,,,,,,,,1,3,2,2,2,5,2,2,2,140,14,2,2,33,3,3,1,1,1,1,40.730804443359,-73.997497558594
,,,,0,3,0,2,0,4,0,1,1,4,1,1,,,,,1,3,1,2,8,5,6,3,4,7,1,2,5,,,,,,,,,,,,,,,,,,,4,1,1,1,1,5,5,1,4,2,1,2,2,2,4,2,3,2,164,16,2,2,28,3,5,1,1,4,2,41.233993530273,-96.186302185059
0,3,0,1,0,2,0,4,,,,,1,2,,,1,1,,,1,4,1,3,4,4,4,6,5,2,1,3,7,,,,,,,,,,5,5,6,6,3,3,3,5,3,,,,,,,,,,2,1,1,2,1,5,4,2,1,205,22,1,2,5,5,4,2,1,5,2,36.730392456055,-119.78880310059
0,4,0,2,1,4,0,1,1,1,0,3,1,2,1,3,,,,,,,,,9,9,4,5,3,7,1,2,6,,,,,,,,,,,,,,,,,,,2,6,1,6,3,3,1,3,2,1,1,2,1,1,1,1,2,2,165,27,1,1,10,2,4,3,1,1,1,28.288696289062,-81.32039642334
1,4,0,3,0,2,0,1,0,4,1,3,1,2,,,,,1,1,,,,,4,3,1,2,5,7,6,4,3,,,,,,,,,,5,5,8,8,7,7,7,5,7,,,,,,,,,,2,2,2,2,1,2,1,3,2,135,22,2,2,36,7,6,1,5,3,4,40.981597900391,-74.113800048828
,,0,3,0,1,1,2,,,0,2,,,1,1,1,3,0,4,1,4,,,6,6,1,5,3,2,7,6,4,1,9,1,1,1,1,9,1,1,,,,,,,,,,,,,,,,,,,2,3,2,2,2,4,2,3,2,188,17,1,2,10,6,2,4,1,3,2,25.734100341797,-80.359397888184
,,0,3,0,4,0,2,1,3,,,1,4,1,1,,,1,2,,,0,1,2,1,4,2,6,5,1,7,3,,,,,,,,,,9,9,9,9,9,9,9,9,9,,,,,,,,,,2,3,2,2,2,1,1,3,2,169,14,1,1,14,4,1,1,1,6,4,41.989593505859,-87.70369720459
1,2,0,1,0,2,1,1,,,1,4,1,3,0,4,,,0,3,,,,,6,5,7,4,6,1,3,5,2,,,,,,,,,,3,2,6,5,6,7,3,5,6,,,,,,,,,,2,1,2,2,2,2,2,3,1,250,12,2,1,33,7,4,1,1,3,4,41.947402954102,-87.70369720459
0,1,0,3,0,4,,,1,3,0,2,1,1,,,1,2,1,4,,,,,9,3,1,2,6,7,3,5,4,1,3,3,1,5,1,5,5,4,,,,,,,,,,,,,,,,,,,2,1,2,2,2,6,2,4,2,190,17,2,2,39,2,4,1,1,3,1,40.021697998047,-75.051803588867
,,1,4,,,0,1,1,3,0,2,,,0,4,,,0,3,1,2,1,1,3,1,4,1,6,5,2,3,7,,,,,,,,,,,,,,,,,,,3,2,6,5,6,3,6,4,5,2,1,2,2,1,3,2,4,1,250,24,1,1,36,4,3,1,1,5,2,41.221298217773,-82.574600219727
1,3,0,2,,,0,1,0,3,,,1,1,1,2,,,1,4,,,0,4,9,6,7,5,3,4,1,2,6,,,,,,,,,,,,,,,,,,,2,6,6,2,2,2,6,5,6,2,1,2,2,2,3,2,5,1,140,18,2,2,33,7,6,1,1,1,1,40.696304321289,-73.620697021484
1,1,0,3,1,4,0,1,,,0,4,1,2,0,2,,,1,3,,,,,4,1,3,2,6,7,5,4,1,,,,,,,,,,5,5,1,1,7,3,2,5,3,,,,,,,,,,2,1,2,2,2,5,4,1,2,158,17,1,2,17,4,2,1,1,1,4,38.186599731445,-97.52799987793
0,1,1,2,,,0,3,1,3,0,2,1,1,,,,,1,4,0,4,,,8,1,4,6,5,1,7,3,2,9,7,9,9,9,7,7,9,7,,,,,,,,,,,,,,,,,,,1,3,2,2,2,3,2,4,2,125,14,2,2,21,2,5,1,1,5,4,39.054306030273,-76.018501281738
1,3,,,,,1,2,1,4,0,3,1,1,,,0,2,0,4,,,0,1,6,4,4,7,3,1,5,6,2,7,8,6,9,7,5,2,1,4,,,,,,,,,,,,,,,,,,,2,1,2,2,1,2,2,4,1,80,25,1,2,36,5,5,1,1,5,2,27.482803344727,-82.583503723145
,,0,1,0,3,0,4,1,3,,,1,2,1,4,1,1,0,2,,,,,5,5,3,4,5,7,1,6,2,,,,,,,,,,1,4,1,4,1,4,4,4,4,,,,,,,,,,2,1,2,2,2,7,1,1,2,150,20,2,2,5,7,6,1,1,2,1,34.006896972656,-118.03150177002
1,4,,,0,2,0,1,,,0,3,1,2,1,1,0,4,,,1,3,,,3,2,2,1,5,7,4,6,3,1,6,3,7,7,5,5,1,1,,,,,,,,,,,,,,,,,,,2,3,1,2,1,5,1,2,2,166,17,2,2,50,4,4,1,1,3,4,44.245300292969,-88.364799499512
1,2,0,1,,,,,1,3,1,4,0,2,,,1,1,0,3,0,4,,,8,8,5,2,1,3,7,6,4,,,,,,,,,,,,,,,,,,,5,7,3,5,6,5,5,7,5,1,1,1,1,1,2,2,4,1,120,14,1,1,5,7,6,1,1,1,2,33.708099365234,-117.75959777832
,,0,1,,,0,3,1,4,0,4,1,2,1,1,,,1,3,0,2,,,3,3,6,3,4,7,1,5,2,,,,,,,,,,,,,,,,,,,9,1,1,1,9,3,9,3,1,2,1,2,2,2,6,1,1,2,135,16,2,2,50,7,5,1,1,1,1,42.977294921875,-87.894096374512
1,3,0,2,0,3,0,1,,,,,,,1,4,,,0,4,1,1,1,2,6,3,3,7,4,2,5,1,6,,,,,,,,,,5,1,1,1,9,1,2,8,9,,,,,,,,,,2,1,2,2,2,5,2,4,2,240,16,1,1,13,2,1,1,1,4,2,47.788696289062,-116.71119689941
1,1,0,2,0,1,,,1,4,0,4,1,2,1,3,,,0,3,,,,,3,1,1,4,2,7,5,6,3,,,,,,,,,,3,3,9,9,3,3,3,5,3,,,,,,,,,,2,1,2,2,2,6,2,2,2,180,18,1,1,10,2,2,1,1,3,2,26.698303222656,-82.027099609375
